,w1,w2,predict,actual
0,แก้ว,ข้ารับใช้,0.12162403,0.058
1,อาหาร,ลายเซ็น,0.093200095,0.068
2,อัญมณี,ลายเซ็น,0.16330388,0.098
3,ฝั่งทะเล,รถยนต์,0.15969199,0.11
4,สุนัข,เครื่องมือ,0.13228863,0.123
5,การเดินทาง,สุสาน,0.2612472,0.135
6,เที่ยงวัน,โรงละคร,0.20637956,0.175
7,เที่ยงวัน,การท่องเที่ยว,0.15566851,0.225
8,ยานพาหนะ,เพชรพลอย,0.32642856,0.243
9,เนินเขา,ผลไม้,0.2155275,0.278
10,นักมายากล,ถ้วย,0.08645241,0.278
11,ป่าช้า,หมา,0.24356724,0.293
12,ฝั่งทะเล,พงไพร,0.37516198,0.318
13,นักมายากล,เครื่องมือ,0.21765293,0.32
14,การเดินทาง,กลางวัน,0.2141926,0.343
15,นิตยสาร,ป้า,0.0928743,0.415
16,นักบวช,หนังสือ,0.20825455,0.42
17,เด็กผู้ชาย,หมา,0.3688382,0.44
18,สุนัข,เด็กหนุ่ม,0.20122178,0.53
19,วัด,พงไพร,0.18053338,0.54
20,ทาส,หมา,0.32425132,0.555
21,อาหาร,ถ้วย,0.2409128,0.65
22,ครู,หนังสือ,0.2427447,0.983
23,พืช,ผ้าไหม,0.2175177,1.043
24,เด็กผู้ชาย,อาจารย์,0.21463287,1.083
25,โรงภาพยนตร์,โบสถ์,0.24310628,1.095
26,ทาส,เด็กหนุ่ม,0.3401876,1.16
27,เนินเขา,ชายฝั่ง,0.448593,1.175
28,ยานพาหนะ,เครื่องมือ,0.30678856,1.265
29,ผ้าฝ้าย,ต้นไม้,0.18433212,1.283
30,อุปกรณ์,รถยนต์,0.34249252,1.336
31,ลุง,อาจารย์,0.3809813,1.41
32,ป่าไม้,ผลไม้,0.31694803,1.551
33,ครู,ป้า,0.29731256,1.625
34,นักบวช,พ่อมด,0.34831643,1.72
35,แก้ว,เพชรพลอย,0.27131292,1.923
36,นักมายากล,พ่อมด,0.42903683,2.01
37,วัด,สุสาน,0.35615456,2.15
38,พืช,พงไพร,0.27793625,2.21
39,ป่าไม้,ภูเขา,0.48774344,2.255
40,อาหาร,ผลไม้,0.5608011,2.363
41,แก้ว,ถ้วย,0.38445395,2.413
42,วัด,พระ,0.45823982,2.675
43,ลุง,ป้า,0.51938754,2.743
44,ป่าไม้,ต้นไม้,0.5414018,2.905
45,โรงภาพยนตร์,โรงละคร,0.57726705,3.018
46,เนินเขา,ภูเขา,0.7130336,3.023
47,เด็กผู้ชาย,เด็กหนุ่ม,0.55670303,3.03
48,ผ้าฝ้าย,ผ้าไหม,0.6744772,3.05
49,ยานพาหนะ,รถยนต์,0.56094,3.105
50,ฝั่งทะเล,ชายฝั่ง,0.7653907,3.118
51,อุปกรณ์,เครื่องมือ,0.59888333,3.12
52,ทาส,ข้ารับใช้,0.39816868,3.14
53,การเดินทาง,การท่องเที่ยว,0.54560417,3.188
54,นิตยสาร,หนังสือ,0.441959,3.198
55,ลายมือชื่อ,ลายเซ็น,0.54211605,3.21
56,เที่ยงวัน,กลางวัน,0.58032763,3.235
57,ป่าไม้,พงไพร,0.47800264,3.303
58,อัญมณี,เพชรพลอย,0.61892,3.318
59,พืช,ต้นไม้,0.5221559,3.41
60,นักบวช,พระ,0.34310207,3.575
61,ป่าช้า,สุสาน,0.5391324,3.625
62,วัด,โบสถ์,0.45453748,3.693
63,ครู,อาจารย์,0.6137406,3.783
64,สุนัข,หมา,0.7643531,3.923
