,w1,w2,predict,actual
0,จูล,ยานอวกาศ,0.33716238,0.95
1,ดินแดนพันธสัญญา,เมืองบากุ,0.56060135,1.08
2,รถยนต์,จักรยาน,0.35977226,2.58
3,รูปทรงหลายหน้า,นักแสดงชาย,0.18998367,0.64
4,โรคปลอกประสาทอักเสบ,โรคปลอกประสาทอักเสบ,0.99999994,3.95
5,ช้อผิดพลาด,ระบบ,0.22753915,1.28
6,อาวุธ,หมวกนิรภัย,0.29746938,0.84
7,คนเขียนบท,โทรทัศน์,0.31393194,1.41
8,สหประชาชาติ,บัน คี มูน,0.30322728,1.58
9,สะพานซิโอเซพอล,สะพานคณิตศาสตร์,0.51582605,2.38
10,โบสถ์ใหญ่,โมเสค,0.4798292,1.69
11,การวาดภาพสีน้ำ,แปรง,0.2739361,1.89
12,ประชาธิปไตย,ระบอบกษัตริย์,0.5829563,2.19
13,เกาส์,นักวิทยาศาสตร์,0.18367971,1.09
14,วัณโรค,แอลอีดี,0.43809164,0.56
15,รถขับตัวเอง,รถอัตโนมัติ,0.4356044,3.7
16,วันสิ้นโลก,ไฟ,0.14875655,0.67
17,ความเร็ว,ไปรษณีย์,0.16850762,1.0
18,เครื่องเล่นเพลย์สเตชัน,เครื่องเล่นเกม Wii,0.8440902,3.28
19,แล็ปท็อป,โน๊ตบุ๊ค,0.6867884,3.97
20,แฮรี่ พ็อตเตอร์,พ่อมด,0.37941107,3.23
21,สโนว์บอร์ด,การเล่นสกี,0.41616777,2.98
22,ตัวชี้,สไลด์,0.21274403,1.81
23,เซ็นเซอร์,รังสี,0.31469458,2.23
24,ตี,กรอบ,0.20508584,0.55
25,ทฤษฎี,สมมติฐาน,0.57434005,2.48
26,วอลล์สตรีท,ตลาดเงิน,0.50794566,2.59
27,ดาร์วิน,วิวัฒนาการ,0.28555325,1.64
28,นักแสดงชาย,นักแสดงหญิง,0.8151155,3.11
29,ภาพยนตร์,โรงภาพยนตร์,0.6448673,2.44
30,เพลงชาติ,การรักชาติ,0.38573053,2.03
31,จอภาพ,จอคอมพิวเตอร์,0.51299936,3.47
32,นมเนย,น้ำผึ้ง,0.3868829,2.16
33,ภูเขาเอเวอร์เรสต์,ภูเขาเอเวอร์เรสต์,1.0,4.0
34,ชักเย่อ,บันไดงู,0.3813411,1.58
35,ยาฆ่าแมลง,แมลง,0.5676534,1.89
36,ตำรวจ,นักการเมือง,0.44790527,2.27
37,ประสาทวิทยา,ปรจิตวิทยา,0.6594293,2.19
38,แบตเตอรี่,พลังงาน,0.3735695,2.75
39,กองทหารเกียรติยศ,เครื่องเขียน,0.1989851,0.0
40,สไปเดอร์แมน,ถนน,0.14547932,0.27
41,คาบสมุทร,เกาะ,0.4420288,1.83
42,เส้นศูนย์สูตร,เอกวาดอร์,0.40390018,1.31
43,แผนผัง,กราฟ,0.3058099,2.25
44,การจำลอง,ศาสตร์หุ่นยนต์,0.38069263,1.59
45,ไนกี้,อดิดาส,0.4072933,3.16
46,สังคม,วัฒนธรรม,0.5494047,2.84
47,เกมกลยุทธ์,กลยุทธ์,0.87086666,3.13
48,โบสถ์,โบสถ์ใหญ่,0.82334834,3.75
49,ล่าม,ชาวต่างชาติ,0.3145435,2.17
50,ไปโอโทป,ชีววิทยา,0.38025612,2.67
51,แมกม่า,ภูเขาไฟ,0.39490798,2.75
52,การระดมสมอง,กล้องโทรทรรศน์,0.25822625,0.27
53,ระดับ,คะแนน,0.3027219,2.55
54,เพนนี,ต่อรอง,0.19874404,0.61
55,พรรคการเมือง,สมาคม,0.29300392,2.31
56,สึนามิ,ทะเล,0.37345144,2.14
57,นกกระจอกเทศ,สวนกล้วยไม้,0.4364026,0.06
58,อบเชย,ลูกอม,0.4016384,0.38
59,ไม้กวาด,ฝุ่น,0.4315939,2.19
60,แกแลคซี่,นักดาราศาสตร์,0.23543423,2.13
61,น้ำผลไม้,มิลค์เชค,0.43066916,2.31
62,มู่ลี่,ม่าน,0.67566156,3.38
63,อาชญากร,ผู้กระทำผิด,0.5849324,3.58
64,มะเร็งตับอ่อน,การทำคีโม,0.5170158,2.05
65,อดีต,มาก่อน,0.3830089,2.86
66,สหประชาชาติ,รัฐสภายุโรป,0.5875291,2.85
67,เพลง,ผู้แสดง,0.29490438,1.41
68,ปืน,โน๊ตบุ๊ค,0.18627776,0.0
69,สารสื่อประสาท,ม่านตา,0.36352637,1.77
70,อักษร,ปากกา,0.3258198,1.78
71,ประสานเสียง,นักร้อง,0.47829494,2.36
72,ไม้,ผ้าห่ม,0.24939346,0.06
73,ทหาร,สันติภาพ,0.34735462,1.69
74,ชาวอังกฤษ,ชาวอเมริกัน,0.6822213,2.78
75,กิ้งก่า,จระเข้,0.493632,2.41
76,เงิน,เงินสด,0.5749037,3.7
77,ปลาหมึกพอล,ปลาหมึกยักษ์,0.86343604,3.48
78,ปฏิทิน,วันหยุด,0.21204235,1.98
79,เบส,สารเคมี,0.1844621,2.23
80,รัฐบาล,กิ้งก่า,0.117226,0.13
81,เงินเยน,การฟอกเงิน,0.45888263,1.09
82,ดีพไมนด์,กูเกิ้ล ดีพไมนด์,0.7393699,2.95
83,หมากรุก,รุก,0.2819325,1.45
84,โคลง,ความงาม,0.1006814,0.8
85,คนงาน,สำนักงาน,0.28287184,1.58
86,เงินตรา,แลกเปลี่ยน,0.46892893,1.78
87,ใยสังเคราะห์,ฝ้าย,0.5199171,2.58
