,w1,w2,predict,actual
0,เก่า,ใหม่,0.476696,2.19
1,หลักแหลม,ฉลาด,0.67754394,8.44
2,ยาก,ยาก,1.0,10.0
3,สุข,ร่าเริง,0.25325757,6.67
4,ยาก,ง่าย,0.6184943,2.29
5,ด่วน,รวดเร็ว,0.29320976,7.19
6,สุข,ยินดี,0.2550519,5.31
7,สั้น,ยาว,0.5825038,2.4
8,เซ่อ,ทึ่ม,0.27087358,7.19
9,พิกล,แปลกประหลาด,0.41979712,7.6
10,กว้าง,แคบ,0.6069713,2.29
11,แย่,ห่วย,0.59401983,8.54
12,ง่าย,ยาก,0.6184943,2.19
13,เลว,แย่,0.4768813,6.77
14,ยาก,ง่าย,0.6184943,1.98
15,หลักแหลม,ทึ่ม,0.3393837,1.98
16,วิกลจริต,บ้า,0.3066317,8.65
17,สุข,บ้าคลั่ง,0.16206284,0.73
18,ใหญ่,ใหญ่,1.0,10.0
19,ยาก,ยาก,1.0,10.0
20,ใหม่,สด,0.27205622,7.4
21,แหลม,ทื่อ,0.3394517,1.67
22,เร็ว,ว่องไว,0.44787142,8.54
23,ทึ่ม,โง่,0.3742691,8.44
24,มหัศจรรย์,เป็นเลิศ,0.21319406,3.65
25,แปลก,แปลก,1.0,9.9
26,สุข,โกรธ,0.2429655,1.67
27,แคบ,กว้าง,0.6069713,2.19
28,เรียบ,ง่าย,0.2913948,4.17
29,เก่า,สด,0.20024605,1.25
30,ชัดเจน,ชัดเจน,1.0,10.0
31,ไม่แพง,ย่อมเยา,0.32431602,8.54
32,ดี,ใจกว้าง,0.36866307,3.33
33,ประหลาด,ปกติ,0.21040854,1.35
34,ประหลาด,แปลก,0.6374588,7.81
35,เลว,ชั่ว,0.536978,8.23
36,เศร้า,สนุกสนาน,0.38305807,2.08
37,มหัศจรรย์,ยอดเยี่ยม,0.3065004,6.04
38,รู้สึกผิด,ละอาย,0.5889779,7.92
39,งดงาม,มหัศจรรย์,0.3444702,4.38
40,มั่นใจ,แน่ใจ,0.5807104,8.85
41,ทึ่ม,หัวทึบ,0.37997767,7.81
42,กว้าง,ใหญ่,0.32304204,7.5
43,ดี,โหดร้าย,0.2499198,1.46
44,ใจร้อน,กระวนกระวาย,0.46375763,4.48
45,ใหญ่,กว้าง,0.32304204,6.98
46,แข็งแรง,ภูมิใจ,0.22004321,0.42
47,ไม่จำเป็น,จำเป็น,0.6642678,1.98
48,กระสับกระส่าย,อ่อนวัย,0.3164508,0.21
49,ทึ่ม,ฉลาด,0.40554765,1.88
50,เลว,ยอดเยี่ยม,0.21511701,0.73
51,ยาก,ง่าย,0.6184943,1.98
52,จำเป็น,สำคัญ,0.50199205,8.44
53,ชั่วร้าย,เป็นเลิศ,0.2473549,0.21
54,บ้า,ยินดี,0.103551134,0.42
55,ซื่อสัตย์,รู้สึกผิด,0.33589658,0.94
56,ง่าย,ยาก,0.6184943,1.77
57,ง่าย,ยืดหยุ่น,0.35833138,1.25
58,แน่นอน,แน่นอน,1.0,9.9
59,จำเป็น,จำเป็น,0.9999999,9.9
60,แตกต่าง,ปกติ,0.36718154,1.15
61,เจ้าเล่ห์,ฉลาด,0.5011071,5.1
62,สำคัญมาก,สำคัญ,0.73364925,8.85
63,รุนแรง,โหดร้าย,0.43058333,5.73
64,ใสซื่อ,โง่,0.4990473,3.23
65,ขาดแคลน,หายาก,0.2618747,7.92
66,เป็นมิตร,ใจดี,0.44347644,7.08
67,บอบบาง,เยือกเย็น,0.3783827,0.52
68,ยาว,แคบ,0.4287531,1.67
69,ใหญ่,หนัก,0.38334998,2.6
70,หยาบ,เย็นชา,0.21237312,1.35
71,ผิดปกติ,แปลก,0.3618748,7.92
72,ผิดกฏหมาย,ผิดศีลธรรม,0.5781996,5.52
73,เลว,รู้สึกผิด,0.4214611,1.04
74,ทันสมัย,โบราณ,0.30085605,1.77
75,ใหม่,โบราณ,0.20447096,1.56
76,น่าเบื่อ,สนุกสนาน,0.48494485,1.77
77,มีความสุข,อ่อนวัย,0.3202787,0.94
78,ง่าย,ใหญ่,0.18930173,0.21
79,ยอดเยี่ยม,แย่,0.37166327,1.77
80,เล็ก,ใหญ่,0.5057036,1.98
81,สุภาพ,เหมาะสม,0.3542495,4.38
82,เจียมเนื้อเจียมตัว,ละอาย,0.35736936,2.5
83,แปลกใหม่,หายาก,0.2877793,2.6
84,ทึ่ม,ฉลาด,0.40554765,2.08
85,รื่นรมย์,มหัศจรรย์,0.32235488,1.46
86,เห็นได้ชัด,ชัดเจน,0.5701577,8.44
87,กลัว,กระวนกระวาย,0.4619974,5.1
88,เป็นทางการ,เหมาะสม,0.1999794,4.9
89,น่าเบื่อ,เบื่อ,0.6805055,9.06
90,น่ารื่นรมย์,ร่าเริง,0.4632704,6.88
91,เศร้า,โกรธ,0.52290964,3.44
92,เศร้า,แย่,0.48179582,3.65
93,ป่วย,บ้า,0.3460957,1.56
94,รุนแรง,โกรธ,0.4016905,3.75
95,ภาระ,หนัก,0.34197536,3.02
96,สกปรก,ถูก,0.1931323,0.42
97,ยืดหยุ่น,ยืดหยุ่น,1.0000001,10.0
98,แข็ง,หนาแน่น,0.32694033,5.42
99,ล่าสุด,ใหม่,0.5186649,9.38
100,กล้าหาญ,ภูมิใจ,0.36415762,3.13
101,เจ้าเล่ห์,แปลก,0.32552737,0.1
102,แปลก,เจ้าเล่ห์,0.32552737,0.1
103,ทึ่ม,หายาก,0.2815354,0.0
104,เจ้าเล่ห์,กุ๊ย,0.3606304,0.42
105,ยอดเยี่ยม,บ้า,0.14785093,0.1
106,พอเหมาะ,ยืดหยุ่น,0.30236167,1.77
107,สดใหม่,กว้าง,0.20916378,0.0
108,ใหญ่,ทึ่ม,0.060168684,0.0
109,ใหญ่,ยืดหยุ่น,0.11864701,0.1
110,สกปรก,แคบ,0.2934584,0.83
111,ภรรยา,สามี,0.8607897,4.27
112,หนังสือ,ข้อความ,0.3040807,3.96
113,เจ้าบ่าว,เจ้าสาว,0.80608094,4.48
114,กลางคืน,กลางวัน,0.78565985,3.65
115,ทิศใต้,ทิศเหนือ,0.87883884,3.65
116,เครื่องบิน,สนามบิน,0.48913002,3.96
117,ลุง,ป้า,0.5460115,4.06
118,ม้า,แม่ม้า,0.5751771,4.27
119,ก้น ,จุดสูงสุด,0.26852626,0.83
120,เพื่อน,คู่หู,0.41627097,6.46
121,นักเรียน,นักเรียน,1.0,10.0
122,โลก,โลก,1.0,9.38
123,ขา,แขน,0.5488053,3.54
124,เครื่องบิน,เครื่องบินเจ็ต,0.9100592,6.15
125,สุภาพสตรี,สุภาพบุรุษ,0.6423077,3.23
126,ม้า,ม้าตัวผู้,0.3860046,5.31
127,นักแสดงหญิง,นักแสดงชาย,0.81958014,3.33
128,อาจารย์,ผู้สอน,0.5483209,8.65
129,หนัง,ฟิล์ม,0.23728049,5.42
130,นก,เหยี่ยว,0.5423472,5.94
131,คำ,พจนานุกรม,0.46849295,3.75
132,เงิน,เงินเดือน,0.4117117,5.63
133,หมา,แมว,0.6055449,3.13
134,พื้นที่,ภูมิภาค,0.4070008,5.1
135,กองทัพเรือ,กองทัพบก,0.7154544,4.58
136,หนังสือ,วรรณกรรม,0.515254,5.31
137,เสื้อผ้า,ตู้เสื้อผ้า,0.49501666,4.27
138,พระอาทิตย์ตก,พระอาทิตย์ขึ้น,0.8991792,3.54
139,เด็ก,ผู้ใหญ่,0.6651939,3.96
140,วัว,ปศุสัตว์,0.37762532,3.54
141,หนังสือ,เรื่องราว,0.32619143,3.33
142,ฤดูหนาว,ฤดูร้อน,0.80569047,3.44
143,แท็กซี่,แท็กซี่,0.99999994,10.0
144,ต้นไม้,ต้นเมเปิล,0.42457467,6.67
145,เตียง,ห้องนอน,0.5617242,4.17
146,หลังคา,เพดาน,0.5029866,4.9
147,โรค,การติดเชื้อ,0.6185961,5.73
