,w1,w2,predict,actual
0,ความรัก,เพศ,0.27242464,6.1
1,เสือ,แมว,0.25264594,7.05
2,เสือ,เสือ,1.0,10.0
3,หนังสือ,เอกสาร,0.43220904,7.8
4,คอมพิวเตอร์,แป้นพิมพ์,0.42555684,7.4
5,คอมพิวเตอร์,อินเทอร์เน็ต,0.50132436,7.45
6,เครื่องบิน,รถยนต์,0.3369386,6.5
7,รถไฟ,รถยนต์,0.34332806,6.65
8,โทรศัพท์,การสื่อสาร,0.307434,7.4
9,โทรทัศน์,วิทยุ,0.50398165,6.9
10,สื่อ,วิทยุ,0.3829613,7.1
11,ยา,ใช้ในทางที่ผิด,0.20191215,4.45
12,ขนมปัง,เนย,0.5068693,6.8
13,แตงกวา,มันฝรั่ง,0.6160018,5.8
14,หมอ,พยาบาล,0.5423921,7.3
15,ศาสตราจารย์,หมอ,0.3363737,6.2
16,นักศึกษา,ศาสตราจารย์,0.29379144,6.8
17,ฉลาด,นักเรียน,0.23319113,4.5
18,ฉลาด,โง่,0.49944216,5.9
19,บริษัท,หุ้น,0.32899466,5.8
20,คลังสินค้า,ตลาด,0.28864118,5.4
21,คลังสินค้า,โทรศัพท์,0.117647395,4.8
22,คลังสินค้า,แผ่นซีดี,0.17789818,4.7
23,คลังสินค้า,เสือจากัวร์,0.20588872,2.0
24,คลังสินค้า,ไข่,0.103285365,4.8
25,อุดมสมบูรณ์,ไข่,0.22572547,3.7
26,สัตว์เลี้ยง,อยู่อาศํย,0.31155142,4.55
27,สัตว์เลี้ยง,ชีวิต,0.22385557,6.4
28,หนังสือ,ห้องสมุด,0.47771534,8.1
29,ธนาคาร,เงิน,0.40429696,8.5
30,ไม้,ป่า,0.4056525,8.25
31,เงิน,เงินสด,0.5643633,9.1
32,ศาสตราจารย์,แตงกวา,0.103955284,0.2
33,กษัตริย์,กะหล่ำปลี,0.15986888,0.2
34,กษัตริย์,ราชินี,0.4656618,8.3
35,กษัตริย์,ทุจริต,0.22613761,1.8
36,หัวหน้าบาทหลวง,พระในศาสนายิว,0.6019636,6.9
37,เมืองเยรูซาเล็ม,ประเทศอิสราเอล,0.657265,8.5
38,เมืองเยรูซาเล็ม,ชาวปาเลสไตน์,0.5678422,8.3
39,ที่เคร่งศาสนา,เพศ,0.327751,3.7
40,มีเพศสัมพันธ์,เพศ,0.5828502,7.9
41,ดีเอโก มาราโดน่า,ฟุตบอล,0.36970425,8.5
