,w1,w2,predict,actual
0,แก้ว,ข้ารับใช้,0.22605173,0.058
1,อาหาร,ลายเซ็น,0.078769766,0.068
2,อัญมณี,ลายเซ็น,0.13533567,0.098
3,ฝั่งทะเล,รถยนต์,0.1679928,0.11
4,สุนัข,เครื่องมือ,0.13947019,0.123
5,การเดินทาง,สุสาน,0.2813673,0.135
6,เที่ยงวัน,โรงละคร,0.18828131,0.175
7,เที่ยงวัน,การท่องเที่ยว,0.17580488,0.225
8,ยานพาหนะ,เพชรพลอย,0.27920684,0.243
9,เนินเขา,ผลไม้,0.25259,0.278
10,นักมายากล,ถ้วย,0.1289973,0.278
11,ป่าช้า,หมา,0.23330325,0.293
12,ฝั่งทะเล,พงไพร,0.33767727,0.318
13,นักมายากล,เครื่องมือ,0.17669962,0.32
14,การเดินทาง,กลางวัน,0.22546545,0.343
15,นิตยสาร,ป้า,0.1144654,0.415
16,นักบวช,หนังสือ,0.22074842,0.42
17,เด็กผู้ชาย,หมา,0.30210114,0.44
18,สุนัข,เด็กหนุ่ม,0.23186934,0.53
19,วัด,พงไพร,0.2296929,0.54
20,ทาส,หมา,0.34617588,0.555
21,อาหาร,ถ้วย,0.25459942,0.65
22,ครู,หนังสือ,0.26674452,0.983
23,พืช,ผ้าไหม,0.22170466,1.043
24,เด็กผู้ชาย,อาจารย์,0.20540613,1.083
25,โรงภาพยนตร์,โบสถ์,0.24695328,1.095
26,ทาส,เด็กหนุ่ม,0.2621661,1.16
27,เนินเขา,ชายฝั่ง,0.492329,1.175
28,ยานพาหนะ,เครื่องมือ,0.33325937,1.265
29,ผ้าฝ้าย,ต้นไม้,0.19546233,1.283
30,อุปกรณ์,รถยนต์,0.3339118,1.336
31,ลุง,อาจารย์,0.41256127,1.41
32,ป่าไม้,ผลไม้,0.25720066,1.551
33,ครู,ป้า,0.29751024,1.625
34,นักบวช,พ่อมด,0.36409676,1.72
35,แก้ว,เพชรพลอย,0.28361568,1.923
36,นักมายากล,พ่อมด,0.38795516,2.01
37,วัด,สุสาน,0.35217124,2.15
38,พืช,พงไพร,0.30868784,2.21
39,ป่าไม้,ภูเขา,0.47057462,2.255
40,อาหาร,ผลไม้,0.564195,2.363
41,แก้ว,ถ้วย,0.4059946,2.413
42,วัด,พระ,0.42904356,2.675
43,ลุง,ป้า,0.55356234,2.743
44,ป่าไม้,ต้นไม้,0.5231734,2.905
45,โรงภาพยนตร์,โรงละคร,0.57853425,3.018
46,เนินเขา,ภูเขา,0.73414683,3.023
47,เด็กผู้ชาย,เด็กหนุ่ม,0.53067505,3.03
48,ผ้าฝ้าย,ผ้าไหม,0.6642679,3.05
49,ยานพาหนะ,รถยนต์,0.59011155,3.105
50,ฝั่งทะเล,ชายฝั่ง,0.78054607,3.118
51,อุปกรณ์,เครื่องมือ,0.59188217,3.12
52,ทาส,ข้ารับใช้,0.39782593,3.14
53,การเดินทาง,การท่องเที่ยว,0.51870257,3.188
54,นิตยสาร,หนังสือ,0.44626045,3.198
55,ลายมือชื่อ,ลายเซ็น,0.53633165,3.21
56,เที่ยงวัน,กลางวัน,0.54186624,3.235
57,ป่าไม้,พงไพร,0.47292754,3.303
58,อัญมณี,เพชรพลอย,0.62770665,3.318
59,พืช,ต้นไม้,0.50760686,3.41
60,นักบวช,พระ,0.40370056,3.575
61,ป่าช้า,สุสาน,0.59294677,3.625
62,วัด,โบสถ์,0.46984133,3.693
63,ครู,อาจารย์,0.6192738,3.783
64,สุนัข,หมา,0.74159443,3.923
