,w1,w2,predict,actual
0,ความรัก,เพศ,0.2501121,6.1
1,เสือ,แมว,0.26641586,7.05
2,เสือ,เสือ,0.9999999,10.0
3,หนังสือ,เอกสาร,0.4471835,7.8
4,คอมพิวเตอร์,แป้นพิมพ์,0.46522194,7.4
5,คอมพิวเตอร์,อินเทอร์เน็ต,0.52751994,7.45
6,เครื่องบิน,รถยนต์,0.34464335,6.5
7,รถไฟ,รถยนต์,0.32674438,6.65
8,โทรศัพท์,การสื่อสาร,0.36160827,7.4
9,โทรทัศน์,วิทยุ,0.48077416,6.9
10,สื่อ,วิทยุ,0.37415552,7.1
11,ยา,ใช้ในทางที่ผิด,0.20434576,4.45
12,ขนมปัง,เนย,0.48071587,6.8
13,แตงกวา,มันฝรั่ง,0.58722687,5.8
14,หมอ,พยาบาล,0.5089743,7.3
15,ศาสตราจารย์,หมอ,0.32684714,6.2
16,นักศึกษา,ศาสตราจารย์,0.3580275,6.8
17,ฉลาด,นักเรียน,0.21177183,4.5
18,ฉลาด,โง่,0.48413053,5.9
19,บริษัท,หุ้น,0.33869886,5.8
20,คลังสินค้า,ตลาด,0.30188647,5.4
21,คลังสินค้า,โทรศัพท์,0.14303023,4.8
22,คลังสินค้า,แผ่นซีดี,0.24906377,4.7
23,คลังสินค้า,เสือจากัวร์,0.19865431,2.0
24,คลังสินค้า,ไข่,0.13423781,4.8
25,อุดมสมบูรณ์,ไข่,0.24162227,3.7
26,สัตว์เลี้ยง,อยู่อาศํย,0.33247998,4.55
27,สัตว์เลี้ยง,ชีวิต,0.25305957,6.4
28,หนังสือ,ห้องสมุด,0.4839678,8.1
29,ธนาคาร,เงิน,0.42896166,8.5
30,ไม้,ป่า,0.4280515,8.25
31,เงิน,เงินสด,0.5749037,9.1
32,ศาสตราจารย์,แตงกวา,0.13905686,0.2
33,กษัตริย์,กะหล่ำปลี,0.16571726,0.2
34,กษัตริย์,ราชินี,0.43547744,8.3
35,กษัตริย์,ทุจริต,0.23877828,1.8
36,หัวหน้าบาทหลวง,พระในศาสนายิว,0.6112965,6.9
37,เมืองเยรูซาเล็ม,ประเทศอิสราเอล,0.64457536,8.5
38,เมืองเยรูซาเล็ม,ชาวปาเลสไตน์,0.5802699,8.3
39,ที่เคร่งศาสนา,เพศ,0.32806435,3.7
40,มีเพศสัมพันธ์,เพศ,0.60067844,7.9
41,ดีเอโก มาราโดน่า,ฟุตบอล,0.38269913,8.5
42,ฟุตบอล,ซอกเกอร์,0.36120495,9.0
43,ฟุตบอล,บาสเกตบอล,0.60594445,7.8
44,ฟุตบอล,เทนนิส,0.6276325,7.2
45,เทนนิส,ไม้เทนนิส,0.6855048,7.9
46,ยัสเตอร์ อาราฟัท,สันติภาพ,0.38589025,5.8
47,ยัสเตอร์ อาราฟัท,ความหวาดกลัว,0.32217225,3.8
48,ยัสเตอร์ อาราฟัท,ไมเคิล แจ็คสัน,0.41585365,2.6
49,กฎหมาย,ทนายความ,0.4945277,8.1
50,ภาพยนตร์,นำแสดงโดย,0.41487727,6.8
51,ภาพยนตร์,ข้าวโพดคั่ว,0.26546457,5.3
52,ภาพยนตร์,นักวิจารณ์,0.4812991,6.2
53,ภาพยนตร์,โรงละคร,0.4048604,6.7
54,ฟิสิกส์,โปรตอน,0.37481037,7.3
55,ฟิสิกส์,เคมี,0.6063248,7.5
56,อวกาศ,เคมี,0.22002643,4.7
57,แอลกอฮอล์,เคมี,0.33940983,7.15
58,เหล้าวอดก้า,เหล้าจิน,0.7492859,6.9
59,เหล้าวอดก้า,บรั่นดี,0.58606243,7.7
60,ดื่ม,รถยนต์,0.14269787,2.45
61,ดื่ม,หู,0.2641066,0.8
62,ดื่ม,ปาก,0.29293105,6.9
63,ดื่ม,กิน,0.5420652,7.4
64,ทารก,แม่,0.41284856,7.6
65,ดื่ม,แม่,0.2768936,2.75
66,รถยนต์,รถยนต์,1.0,10.0
67,อัญมณี,เพชรพลอย,0.657965,8.8
68,การเดินทาง,การเดินทาง,1.0,10.0
69,เด็กผู้ชาย,เด็กหนุ่ม,0.54006106,9.0
70,ชายฝั่ง,ชายฝั่ง,1.0,10.0
71,ที่หลบภัย,โรงพยาบาลโรคประสาท,0.25174367,1.8
72,นักมายากล,พ่อมด,0.3775432,3.6
73,เที่ยงวัน,เที่ยง,0.5977693,7.7
74,เตาหลอม,เตาไฟ,0.6357358,6.95
75,อาหาร,ผลไม้,0.5762427,7.2
76,นก,ไก่ตัวผู้,0.44397327,6.65
77,นก,นกกระเรียน,0.65389955,7.7
78,เครื่องมือ,อุปกรณ์เครื่องใช้,0.5119277,7.6
79,น้องชาย,พระ,0.28501275,4.15
80,ปั้นจั่น,ดำเนินการ,0.17152044,2.65
81,เด็กหนุ่ม,พี่ชายหรือน้องชาย,0.59276915,5.9
82,การเดินทาง,รถยนต์,0.37107575,7.6
83,พระ,พยากรณ์,0.29409146,1.75
84,สุสาน,ป่าไม้,0.27201214,3.9
85,อาหาร,ไก่ตัวผู้,0.24372345,5.05
86,ชายฝั่ง,เนินเขา,0.45710313,5.15
87,ป่า,สุสาน,0.36624417,4.95
88,ชายฝั่ง,ป่า,0.415545,5.75
89,พระ,ทาส,0.26301003,1.5
90,ชายฝั่ง,ป่า,0.415545,5.85
91,เด็กหนุ่ม,พ่อมด,0.37572014,2.3
92,คอร์ด,ยิ้ม,0.26018476,0.5
93,กระจก,นักมายากล,0.14259894,2.15
94,เที่ยงวัน,เชือก,0.101145566,0.4
95,ไก่ตัวผู้,การเดินทาง,0.17913036,0.4
96,เงิน,ดอลล่าร์,0.48471192,8.1
97,เงิน,เงินสด,0.5749037,9.3
98,เงิน,สกุลเงิน,0.7033879,8.7
99,เงิน,ความร่ำรวย,0.3733183,7.5
100,เงิน,ทรัพย์สมบัติ,0.41319248,7.7
101,เงิน,สิ่งที่ครอบครองอยู่,0.25459334,6.8
102,เงิน,ธนาคาร,0.42896166,7.8
103,เงิน,เงินมัดจำ,0.42638126,7.65
104,เงิน,ถอนเงิน,0.50918835,7.25
105,เงิน,ฟอกเงิน,0.4582599,7.05
106,เงิน,การดำเนินการ,0.2325067,3.55
107,เสือ,เสือจากัวร์,0.481533,8.4
108,เสือ,สัตว์ตระกูลแมว,0.37985525,7.4
109,เสือ,สัตว์กินเนื้อ,0.34385762,8.0
110,เสือ,สัตว์เลี้ยงลูกด้วยนม,0.31770346,8.3
111,เสือ,สัตว์,0.31655994,9.0
112,เสือ,สิ่งมีชีวิต,0.20774722,8.3
113,เสือ,สัตว์ป่า,0.3479646,8.5
114,เสือ,สวนสัตว์,0.27345577,7.2
115,จิตวิทยา,จิตเวช,0.55052435,8.6
116,จิตวิทยา,ความวิตกกังวล,0.47079957,7.5
117,จิตวิทยา,กลัว,0.18168421,6.45
118,จิตวิทยา,ความหดหู่,0.32346857,6.3
119,จิตวิทยา,สถานรักษาพยาบาล,0.25024232,7.0
120,จิตวิทยา,แพทย์,0.3992543,7.5
121,จิตวิทยา,ซิกมัน ฟรอยด์,0.3573524,7.4
122,จิตวิทยา,จิตใจ,0.49086046,7.9
123,จิตวิทยา,สุขภาพ,0.35352227,7.15
124,จิตวิทยา,วิทยาศาสตร์,0.47417346,6.3
125,จิตวิทยา,กฎระเบียบ,0.2918816,3.9
126,จิตวิทยา,การรับรู้,0.43185675,5.6
127,ดาวเคราะห์,ดาว,0.44517642,8.6
128,ดาวเคราะห์,กลุ่มดาว,0.4886533,7.9
129,ดาวเคราะห์,พระจันทร์,0.33903316,6.6
130,ดาวเคราะห์,ดวงอาทิตย์,0.6685651,6.3
131,ดาวเคราะห์,กลุ่มดาวกาแล็กซี่,0.60438836,7.25
132,ดาวเคราะห์,อวกาศ,0.59142786,7.8
133,ดาวเคราะห์,นักดาราศาสตร์,0.6017676,7.15
134,ที่มาก่อน,ตัวอย่าง,0.2589112,3.85
135,ที่มาก่อน,ข่าวสาร,0.21858507,2.7
136,ที่มาก่อน,การรับรู้,0.22328818,2.3
137,ที่มาก่อน,กฎหมาย,0.19918962,2.25
138,ที่มาก่อน,รวบรวม,0.16084595,2.9
139,ที่มาก่อน,กลุ่ม,0.24095495,2.3
