,w1,w2,predict,actual
0,เก่า,ใหม่,0.46140596,2.19
1,หลักแหลม,ฉลาด,0.60513234,8.44
2,ยาก,ยาก,1.0000001,10.0
3,สุข,ร่าเริง,0.263008,6.67
4,ยาก,ง่าย,0.6225649,2.29
5,ด่วน,รวดเร็ว,0.32325706,7.19
6,สุข,ยินดี,0.26540187,5.31
7,สั้น,ยาว,0.6033674,2.4
8,เซ่อ,ทึ่ม,0.2540525,7.19
9,พิกล,แปลกประหลาด,0.4450304,7.6
10,กว้าง,แคบ,0.54170555,2.29
11,แย่,ห่วย,0.56083477,8.54
12,ง่าย,ยาก,0.6225649,2.19
13,เลว,แย่,0.45891222,6.77
14,ยาก,ง่าย,0.6225649,1.98
15,หลักแหลม,ทึ่ม,0.20260866,1.98
16,วิกลจริต,บ้า,0.31793788,8.65
17,สุข,บ้าคลั่ง,0.16847754,0.73
18,ใหญ่,ใหญ่,0.99999994,10.0
19,ยาก,ยาก,1.0000001,10.0
20,ใหม่,สด,0.2731528,7.4
21,แหลม,ทื่อ,0.2691865,1.67
22,เร็ว,ว่องไว,0.43906677,8.54
23,ทึ่ม,โง่,0.31841782,8.44
24,มหัศจรรย์,เป็นเลิศ,0.28029606,3.65
25,แปลก,แปลก,1.0,9.9
26,สุข,โกรธ,0.24534501,1.67
27,แคบ,กว้าง,0.54170555,2.19
28,เรียบ,ง่าย,0.34495574,4.17
29,เก่า,สด,0.2147844,1.25
30,ชัดเจน,ชัดเจน,1.0,10.0
31,ไม่แพง,ย่อมเยา,0.33030304,8.54
32,ดี,ใจกว้าง,0.37450927,3.33
33,ประหลาด,ปกติ,0.27106804,1.35
34,ประหลาด,แปลก,0.6127073,7.81
35,เลว,ชั่ว,0.5233106,8.23
36,เศร้า,สนุกสนาน,0.31796637,2.08
37,มหัศจรรย์,ยอดเยี่ยม,0.4255518,6.04
38,รู้สึกผิด,ละอาย,0.5639595,7.92
39,งดงาม,มหัศจรรย์,0.3929152,4.38
40,มั่นใจ,แน่ใจ,0.55552864,8.85
41,ทึ่ม,หัวทึบ,0.22706191,7.81
42,กว้าง,ใหญ่,0.3491797,7.5
43,ดี,โหดร้าย,0.29964024,1.46
44,ใจร้อน,กระวนกระวาย,0.454783,4.48
45,ใหญ่,กว้าง,0.3491797,6.98
46,แข็งแรง,ภูมิใจ,0.19088322,0.42
47,ไม่จำเป็น,จำเป็น,0.66356707,1.98
48,กระสับกระส่าย,อ่อนวัย,0.35038123,0.21
49,ทึ่ม,ฉลาด,0.32461166,1.88
50,เลว,ยอดเยี่ยม,0.20039104,0.73
51,ยาก,ง่าย,0.6225649,1.98
52,จำเป็น,สำคัญ,0.5378494,8.44
53,ชั่วร้าย,เป็นเลิศ,0.24987428,0.21
54,บ้า,ยินดี,0.18457428,0.42
55,ซื่อสัตย์,รู้สึกผิด,0.3803639,0.94
56,ง่าย,ยาก,0.6225649,1.77
57,ง่าย,ยืดหยุ่น,0.37929296,1.25
58,แน่นอน,แน่นอน,0.99999994,9.9
59,จำเป็น,จำเป็น,0.9999999,9.9
60,แตกต่าง,ปกติ,0.38662717,1.15
61,เจ้าเล่ห์,ฉลาด,0.4757122,5.1
62,สำคัญมาก,สำคัญ,0.8005887,8.85
63,รุนแรง,โหดร้าย,0.504135,5.73
64,ใสซื่อ,โง่,0.43725613,3.23
65,ขาดแคลน,หายาก,0.2874999,7.92
66,เป็นมิตร,ใจดี,0.4184803,7.08
67,บอบบาง,เยือกเย็น,0.37401202,0.52
68,ยาว,แคบ,0.39123517,1.67
69,ใหญ่,หนัก,0.4024788,2.6
70,หยาบ,เย็นชา,0.2773608,1.35
71,ผิดปกติ,แปลก,0.37659162,7.92
72,ผิดกฏหมาย,ผิดศีลธรรม,0.6251046,5.52
73,เลว,รู้สึกผิด,0.35658687,1.04
74,ทันสมัย,โบราณ,0.2823024,1.77
75,ใหม่,โบราณ,0.2179271,1.56
76,น่าเบื่อ,สนุกสนาน,0.5064243,1.77
77,มีความสุข,อ่อนวัย,0.26503167,0.94
78,ง่าย,ใหญ่,0.18829867,0.21
79,ยอดเยี่ยม,แย่,0.3930777,1.77
80,เล็ก,ใหญ่,0.54059666,1.98
81,สุภาพ,เหมาะสม,0.32432607,4.38
82,เจียมเนื้อเจียมตัว,ละอาย,0.35323682,2.5
83,แปลกใหม่,หายาก,0.2539567,2.6
84,ทึ่ม,ฉลาด,0.32461166,2.08
85,รื่นรมย์,มหัศจรรย์,0.3124439,1.46
86,เห็นได้ชัด,ชัดเจน,0.53286153,8.44
87,กลัว,กระวนกระวาย,0.43224448,5.1
88,เป็นทางการ,เหมาะสม,0.17521505,4.9
89,น่าเบื่อ,เบื่อ,0.68556297,9.06
90,น่ารื่นรมย์,ร่าเริง,0.48255834,6.88
91,เศร้า,โกรธ,0.50028497,3.44
92,เศร้า,แย่,0.458453,3.65
93,ป่วย,บ้า,0.31129497,1.56
94,รุนแรง,โกรธ,0.45537654,3.75
95,ภาระ,หนัก,0.33214578,3.02
96,สกปรก,ถูก,0.24949776,0.42
97,ยืดหยุ่น,ยืดหยุ่น,0.9999999,10.0
98,แข็ง,หนาแน่น,0.30119282,5.42
99,ล่าสุด,ใหม่,0.5142588,9.38
100,กล้าหาญ,ภูมิใจ,0.30882585,3.13
101,เจ้าเล่ห์,แปลก,0.31126913,0.1
102,แปลก,เจ้าเล่ห์,0.31126913,0.1
103,ทึ่ม,หายาก,0.32400665,0.0
104,เจ้าเล่ห์,กุ๊ย,0.37678334,0.42
105,ยอดเยี่ยม,บ้า,0.17219499,0.1
106,พอเหมาะ,ยืดหยุ่น,0.3115691,1.77
107,สดใหม่,กว้าง,0.20392308,0.0
108,ใหญ่,ทึ่ม,0.0534711,0.0
109,ใหญ่,ยืดหยุ่น,0.18856655,0.1
110,สกปรก,แคบ,0.3021621,0.83
111,ภรรยา,สามี,0.85026455,4.27
112,หนังสือ,ข้อความ,0.318191,3.96
113,เจ้าบ่าว,เจ้าสาว,0.7915879,4.48
114,กลางคืน,กลางวัน,0.7601814,3.65
115,ทิศใต้,ทิศเหนือ,0.8702711,3.65
116,เครื่องบิน,สนามบิน,0.4931787,3.96
117,ลุง,ป้า,0.49343216,4.06
118,ม้า,แม่ม้า,0.556928,4.27
119,ก้น ,จุดสูงสุด,0.25846553,0.83
120,เพื่อน,คู่หู,0.39495194,6.46
121,นักเรียน,นักเรียน,1.0000001,10.0
122,โลก,โลก,0.99999994,9.38
123,ขา,แขน,0.52185255,3.54
124,เครื่องบิน,เครื่องบินเจ็ต,0.9167755,6.15
125,สุภาพสตรี,สุภาพบุรุษ,0.6508326,3.23
126,ม้า,ม้าตัวผู้,0.41415662,5.31
127,นักแสดงหญิง,นักแสดงชาย,0.8529518,3.33
128,อาจารย์,ผู้สอน,0.5356877,8.65
129,หนัง,ฟิล์ม,0.20095746,5.42
130,นก,เหยี่ยว,0.53809536,5.94
131,คำ,พจนานุกรม,0.46380982,3.75
132,เงิน,เงินเดือน,0.43516472,5.63
133,หมา,แมว,0.46223158,3.13
134,พื้นที่,ภูมิภาค,0.41483906,5.1
135,กองทัพเรือ,กองทัพบก,0.7028506,4.58
136,หนังสือ,วรรณกรรม,0.5533542,5.31
137,เสื้อผ้า,ตู้เสื้อผ้า,0.5243432,4.27
138,พระอาทิตย์ตก,พระอาทิตย์ขึ้น,0.9169701,3.54
139,เด็ก,ผู้ใหญ่,0.6414449,3.96
140,วัว,ปศุสัตว์,0.4188605,3.54
141,หนังสือ,เรื่องราว,0.31820288,3.33
142,ฤดูหนาว,ฤดูร้อน,0.82095844,3.44
143,แท็กซี่,แท็กซี่,0.99999994,10.0
144,ต้นไม้,ต้นเมเปิล,0.40057468,6.67
145,เตียง,ห้องนอน,0.5966043,4.17
146,หลังคา,เพดาน,0.5130449,4.9
147,โรค,การติดเชื้อ,0.61314625,5.73
148,แขน,ไหล่,0.6888989,4.06
149,แกะ,ลูกแกะ,0.49287552,5.73
150,สตรี,บุรุษ,0.5484935,3.13
151,เรือ,สมอ,0.23619422,3.54
152,นักบวช,พระ,0.366025,6.35
153,นิ้วเท้า,นิ้วมือ,0.74424136,3.44
154,แม่น้ำ,สายน้ำ,0.6449635,6.46
155,โกรธ,โกรธ,0.99999994,10.0
156,วันที่,ปฏิทิน,0.25159195,3.96
157,ทะเล,มหาสมุทร,0.6281091,8.02
158,วินาที,นาที,0.57800514,4.27
159,มือ,หัวแม่มือ,0.3297697,3.65
160,ป่าไม้,ซุง,0.2190187,3.23
161,โคลน,ดิน,0.4603962,5.63
162,ห้องโถง,ทางเดิน,0.46685833,3.33
163,ทาง,มารยาท,0.20558591,0.21
164,หนู,แมว,0.40346456,2.5
165,ตำรวจ,นายอำเภอ,0.45006573,3.23
166,ความตาย,พิธีฝังศพ,0.39802808,3.54
167,เพลง,ทำนอง,0.50737983,3.75
168,เบียร์,แอลกอฮอล์,0.5193433,5.21
169,ปาก,ริมฝีปาก,0.5746168,5.94
170,พายุ,พายุเฮอริเคน,0.74301845,7.19
171,ภาษี,รายได้,0.3957924,2.81
172,ดอกไม้,สีม่วง,0.35251138,0.52
173,กระดาษ,กระดาษแข็ง,0.7421566,6.15
174,ชั้น,เพดาน,0.31929162,1.35
175,ชายหาด,ชายทะเล,0.6666474,8.13
176,ไม้เรียว,ผ้าม่าน,0.15837236,0.0
177,สุนัข,สุนัขจิ้งจอก,0.4982309,5.63
178,ถนน,ตรอก,0.52988684,4.38
179,เรือ,ดาดฟ้าเรือ,0.636416,3.44
180,รถยนต์,แตรรถยนต์,0.7822363,3.54
181,เพื่อน,แขก,0.3206948,1.46
182,นายจ้าง,ลูกจ้าง,0.79190993,3.02
183,มือ,ข้อมือ,0.41824657,3.75
184,ลูกบอล,ปืนใหญ่,0.319627,0.21
185,แอลกอฮอล์,บรั่นดี,0.32979038,5.52
186,ชัยชนะ,ชัยชนะ,1.0000001,10.0
187,โทรศัพท์,บูธ,0.16278853,0.1
188,ประตู,ทางเข้าประตู,0.6791808,4.58
189,โรงแรมม่านรูด,โรงแรม,0.53115433,6.15
190,เสื้อผ้า,ผ้า,0.52612025,4.38
191,สเต็ก,เนื้อสัตว์,0.46766862,4.27
192,เล็บ,หัวแม่มือ,0.42688262,3.02
193,วงดนตรี,วงออเคสตรา,0.6530982,6.35
194,หนังสือ,ไบเบิล,0.38697797,5.1
195,ธุรกิจ,อุตสาหกรรม,0.56313145,4.58
196,ฤดูหนาว,ฤดูกาล,0.3969752,5.52
197,ทศวรรษ,ศตวรรษ,0.61499524,5.21
198,แอลกอฮอล์,จิน,0.08970391,3.54
199,หมวก,เสื้อโค้ท,0.5253321,2.81
200,หน้าต่าง,ประตู,0.4690959,2.92
201,แขน,ข้อมือ,0.5154638,3.13
202,บ้าน,อพาร์ทเม้น,0.39034224,4.27
203,กระจก,คริสตัล,0.32001436,1.25
204,ไวน์,บรั่นดี,0.38281363,4.79
205,ผู้สร้าง,ผู้สร้าง,1.0,10.0
206,อาหารค่ำ,อาหารเช้า,0.69800377,3.23
207,แขน,กล้ามเนื้อ,0.43720853,3.02
208,ฟอง,น้ำสบู่,0.473906,2.92
209,ขนมปัง,แป้ง,0.5428686,3.96
210,ความตาย,โศกนาฏกรรม,0.47643608,4.9
211,ขาดแคลน,การมีอยู่,0.33523947,1.04
212,ปืน,ปืนใหญ่,0.45694897,6.15
213,หญ้า,ใบมีด,0.26833978,0.63
