,w1,w2,predict,actual
0,แก้ว,ข้ารับใช้,0.15925162,0.058
1,อาหาร,ลายเซ็น,0.07567195,0.068
2,อัญมณี,ลายเซ็น,0.17393127,0.098
3,ฝั่งทะเล,รถยนต์,0.16496396,0.11
4,สุนัข,เครื่องมือ,0.11850389,0.123
5,การเดินทาง,สุสาน,0.261382,0.135
6,เที่ยงวัน,โรงละคร,0.1972137,0.175
7,เที่ยงวัน,การท่องเที่ยว,0.19169697,0.225
8,ยานพาหนะ,เพชรพลอย,0.30673042,0.243
9,เนินเขา,ผลไม้,0.21516636,0.278
10,นักมายากล,ถ้วย,0.09493676,0.278
11,ป่าช้า,หมา,0.23934108,0.293
12,ฝั่งทะเล,พงไพร,0.37211892,0.318
13,นักมายากล,เครื่องมือ,0.2226599,0.32
14,การเดินทาง,กลางวัน,0.25722197,0.343
15,นิตยสาร,ป้า,0.08113217,0.415
16,นักบวช,หนังสือ,0.18713932,0.42
17,เด็กผู้ชาย,หมา,0.34766683,0.44
18,สุนัข,เด็กหนุ่ม,0.15880607,0.53
19,วัด,พงไพร,0.21275708,0.54
20,ทาส,หมา,0.32575873,0.555
21,อาหาร,ถ้วย,0.24100801,0.65
22,ครู,หนังสือ,0.24367057,0.983
23,พืช,ผ้าไหม,0.24793403,1.043
24,เด็กผู้ชาย,อาจารย์,0.22286615,1.083
25,โรงภาพยนตร์,โบสถ์,0.24856593,1.095
26,ทาส,เด็กหนุ่ม,0.30274534,1.16
27,เนินเขา,ชายฝั่ง,0.45710313,1.175
28,ยานพาหนะ,เครื่องมือ,0.33517352,1.265
29,ผ้าฝ้าย,ต้นไม้,0.15476723,1.283
30,อุปกรณ์,รถยนต์,0.3378369,1.336
31,ลุง,อาจารย์,0.40558612,1.41
32,ป่าไม้,ผลไม้,0.30402958,1.551
33,ครู,ป้า,0.23454438,1.625
34,นักบวช,พ่อมด,0.33843184,1.72
35,แก้ว,เพชรพลอย,0.2911059,1.923
36,นักมายากล,พ่อมด,0.3775432,2.01
37,วัด,สุสาน,0.36793098,2.15
38,พืช,พงไพร,0.32533562,2.21
39,ป่าไม้,ภูเขา,0.4597451,2.255
40,อาหาร,ผลไม้,0.5762427,2.363
41,แก้ว,ถ้วย,0.3997433,2.413
42,วัด,พระ,0.43810216,2.675
43,ลุง,ป้า,0.49847698,2.743
44,ป่าไม้,ต้นไม้,0.511884,2.905
45,โรงภาพยนตร์,โรงละคร,0.57370585,3.018
46,เนินเขา,ภูเขา,0.7138338,3.023
47,เด็กผู้ชาย,เด็กหนุ่ม,0.54006106,3.03
48,ผ้าฝ้าย,ผ้าไหม,0.6893967,3.05
49,ยานพาหนะ,รถยนต์,0.56643724,3.105
50,ฝั่งทะเล,ชายฝั่ง,0.7645018,3.118
51,อุปกรณ์,เครื่องมือ,0.6126046,3.12
52,ทาส,ข้ารับใช้,0.42096832,3.14
53,การเดินทาง,การท่องเที่ยว,0.5503943,3.188
54,นิตยสาร,หนังสือ,0.47268167,3.198
55,ลายมือชื่อ,ลายเซ็น,0.5024328,3.21
56,เที่ยงวัน,กลางวัน,0.5541283,3.235
57,ป่าไม้,พงไพร,0.43832946,3.303
58,อัญมณี,เพชรพลอย,0.657965,3.318
59,พืช,ต้นไม้,0.51161987,3.41
60,นักบวช,พระ,0.3670529,3.575
61,ป่าช้า,สุสาน,0.52873117,3.625
62,วัด,โบสถ์,0.45357767,3.693
63,ครู,อาจารย์,0.574204,3.783
64,สุนัข,หมา,0.7465637,3.923
