,w1,w2,predict,actual
0,จูล,ยานอวกาศ,0.34269586,0.95
1,ดินแดนพันธสัญญา,เมืองบากุ,0.522088,1.08
2,รถยนต์,จักรยาน,0.34560207,2.58
3,รูปทรงหลายหน้า,นักแสดงชาย,0.2203604,0.64
4,โรคปลอกประสาทอักเสบ,โรคปลอกประสาทอักเสบ,0.99999994,3.95
5,ช้อผิดพลาด,ระบบ,0.2766255,1.28
6,อาวุธ,หมวกนิรภัย,0.29275233,0.84
7,คนเขียนบท,โทรทัศน์,0.3317343,1.41
8,สหประชาชาติ,บัน คี มูน,0.3167997,1.58
9,สะพานซิโอเซพอล,สะพานคณิตศาสตร์,0.535684,2.38
10,โบสถ์ใหญ่,โมเสค,0.3991125,1.69
11,การวาดภาพสีน้ำ,แปรง,0.28114417,1.89
12,ประชาธิปไตย,ระบอบกษัตริย์,0.5772216,2.19
13,เกาส์,นักวิทยาศาสตร์,0.23810121,1.09
14,วัณโรค,แอลอีดี,0.36344796,0.56
15,รถขับตัวเอง,รถอัตโนมัติ,0.39789823,3.7
16,วันสิ้นโลก,ไฟ,0.1365303,0.67
17,ความเร็ว,ไปรษณีย์,0.1501002,1.0
18,เครื่องเล่นเพลย์สเตชัน,เครื่องเล่นเกม Wii,0.8863248,3.28
19,แล็ปท็อป,โน๊ตบุ๊ค,0.6945076,3.97
20,แฮรี่ พ็อตเตอร์,พ่อมด,0.4474139,3.23
21,สโนว์บอร์ด,การเล่นสกี,0.43253943,2.98
22,ตัวชี้,สไลด์,0.27582482,1.81
23,เซ็นเซอร์,รังสี,0.27842367,2.23
24,ตี,กรอบ,0.19196786,0.55
25,ทฤษฎี,สมมติฐาน,0.5377247,2.48
26,วอลล์สตรีท,ตลาดเงิน,0.51278734,2.59
27,ดาร์วิน,วิวัฒนาการ,0.28031918,1.64
28,นักแสดงชาย,นักแสดงหญิง,0.8529518,3.11
29,ภาพยนตร์,โรงภาพยนตร์,0.6458416,2.44
30,เพลงชาติ,การรักชาติ,0.34108615,2.03
31,จอภาพ,จอคอมพิวเตอร์,0.5219817,3.47
32,นมเนย,น้ำผึ้ง,0.5190054,2.16
33,ภูเขาเอเวอร์เรสต์,ภูเขาเอเวอร์เรสต์,1.0000001,4.0
34,ชักเย่อ,บันไดงู,0.32437974,1.58
35,ยาฆ่าแมลง,แมลง,0.6028725,1.89
36,ตำรวจ,นักการเมือง,0.4497936,2.27
37,ประสาทวิทยา,ปรจิตวิทยา,0.63680357,2.19
38,แบตเตอรี่,พลังงาน,0.4010053,2.75
39,กองทหารเกียรติยศ,เครื่องเขียน,0.16138105,0.0
40,สไปเดอร์แมน,ถนน,0.10146501,0.27
41,คาบสมุทร,เกาะ,0.44696975,1.83
42,เส้นศูนย์สูตร,เอกวาดอร์,0.42661723,1.31
43,แผนผัง,กราฟ,0.29774106,2.25
44,การจำลอง,ศาสตร์หุ่นยนต์,0.37741655,1.59
45,ไนกี้,อดิดาส,0.3296077,3.16
46,สังคม,วัฒนธรรม,0.5355115,2.84
47,เกมกลยุทธ์,กลยุทธ์,0.8706756,3.13
48,โบสถ์,โบสถ์ใหญ่,0.8525671,3.75
49,ล่าม,ชาวต่างชาติ,0.32192025,2.17
50,ไปโอโทป,ชีววิทยา,0.34871495,2.67
51,แมกม่า,ภูเขาไฟ,0.4006998,2.75
52,การระดมสมอง,กล้องโทรทรรศน์,0.28429934,0.27
53,ระดับ,คะแนน,0.27916563,2.55
54,เพนนี,ต่อรอง,0.18864745,0.61
55,พรรคการเมือง,สมาคม,0.2727002,2.31
56,สึนามิ,ทะเล,0.39347854,2.14
57,นกกระจอกเทศ,สวนกล้วยไม้,0.40127474,0.06
58,อบเชย,ลูกอม,0.4046503,0.38
59,ไม้กวาด,ฝุ่น,0.4509196,2.19
60,แกแลคซี่,นักดาราศาสตร์,0.19621493,2.13
61,น้ำผลไม้,มิลค์เชค,0.40092555,2.31
62,มู่ลี่,ม่าน,0.67481536,3.38
63,อาชญากร,ผู้กระทำผิด,0.5686448,3.58
64,มะเร็งตับอ่อน,การทำคีโม,0.53770095,2.05
65,อดีต,มาก่อน,0.31555712,2.86
66,สหประชาชาติ,รัฐสภายุโรป,0.6134385,2.85
