,w1,w2,predict,actual
0,ความรัก,เพศ,0.27006587,6.1
1,เสือ,แมว,0.21529175,7.05
2,เสือ,เสือ,0.9999999,10.0
3,หนังสือ,เอกสาร,0.44175,7.8
4,คอมพิวเตอร์,แป้นพิมพ์,0.42545086,7.4
5,คอมพิวเตอร์,อินเทอร์เน็ต,0.5216059,7.45
6,เครื่องบิน,รถยนต์,0.31352547,6.5
7,รถไฟ,รถยนต์,0.33007225,6.65
8,โทรศัพท์,การสื่อสาร,0.3204941,7.4
9,โทรทัศน์,วิทยุ,0.46533927,6.9
10,สื่อ,วิทยุ,0.32795605,7.1
11,ยา,ใช้ในทางที่ผิด,0.22128819,4.45
12,ขนมปัง,เนย,0.5201037,6.8
13,แตงกวา,มันฝรั่ง,0.5732262,5.8
14,หมอ,พยาบาล,0.47423,7.3
15,ศาสตราจารย์,หมอ,0.34394833,6.2
16,นักศึกษา,ศาสตราจารย์,0.32881218,6.8
17,ฉลาด,นักเรียน,0.22757964,4.5
18,ฉลาด,โง่,0.49333256,5.9
19,บริษัท,หุ้น,0.37012094,5.8
20,คลังสินค้า,ตลาด,0.3329455,5.4
21,คลังสินค้า,โทรศัพท์,0.11486408,4.8
22,คลังสินค้า,แผ่นซีดี,0.2296746,4.7
23,คลังสินค้า,เสือจากัวร์,0.25050136,2.0
24,คลังสินค้า,ไข่,0.101116754,4.8
25,อุดมสมบูรณ์,ไข่,0.24669212,3.7
26,สัตว์เลี้ยง,อยู่อาศํย,0.2828399,4.55
27,สัตว์เลี้ยง,ชีวิต,0.28018522,6.4
28,หนังสือ,ห้องสมุด,0.48859808,8.1
29,ธนาคาร,เงิน,0.45398042,8.5
30,ไม้,ป่า,0.43243644,8.25
31,เงิน,เงินสด,0.58205414,9.1
32,ศาสตราจารย์,แตงกวา,0.11350698,0.2
33,กษัตริย์,กะหล่ำปลี,0.19460402,0.2
34,กษัตริย์,ราชินี,0.4563577,8.3
35,กษัตริย์,ทุจริต,0.22186351,1.8
36,หัวหน้าบาทหลวง,พระในศาสนายิว,0.5912955,6.9
37,เมืองเยรูซาเล็ม,ประเทศอิสราเอล,0.6393726,8.5
38,เมืองเยรูซาเล็ม,ชาวปาเลสไตน์,0.58344847,8.3
39,ที่เคร่งศาสนา,เพศ,0.31148666,3.7
40,มีเพศสัมพันธ์,เพศ,0.5911639,7.9
41,ดีเอโก มาราโดน่า,ฟุตบอล,0.37461218,8.5
42,ฟุตบอล,ซอกเกอร์,0.36802912,9.0
43,ฟุตบอล,บาสเกตบอล,0.58660406,7.8
44,ฟุตบอล,เทนนิส,0.5811331,7.2
45,เทนนิส,ไม้เทนนิส,0.7077313,7.9
46,ยัสเตอร์ อาราฟัท,สันติภาพ,0.34514928,5.8
47,ยัสเตอร์ อาราฟัท,ความหวาดกลัว,0.31861463,3.8
48,ยัสเตอร์ อาราฟัท,ไมเคิล แจ็คสัน,0.43012312,2.6
49,กฎหมาย,ทนายความ,0.49186593,8.1
50,ภาพยนตร์,นำแสดงโดย,0.4364366,6.8
51,ภาพยนตร์,ข้าวโพดคั่ว,0.21672723,5.3
52,ภาพยนตร์,นักวิจารณ์,0.49896252,6.2
53,ภาพยนตร์,โรงละคร,0.3717693,6.7
54,ฟิสิกส์,โปรตอน,0.3508161,7.3
55,ฟิสิกส์,เคมี,0.56059957,7.5
56,อวกาศ,เคมี,0.23027694,4.7
57,แอลกอฮอล์,เคมี,0.28228635,7.15
58,เหล้าวอดก้า,เหล้าจิน,0.73405933,6.9
59,เหล้าวอดก้า,บรั่นดี,0.54388785,7.7
60,ดื่ม,รถยนต์,0.14360422,2.45
61,ดื่ม,หู,0.28517824,0.8
62,ดื่ม,ปาก,0.28800565,6.9
63,ดื่ม,กิน,0.5786816,7.4
64,ทารก,แม่,0.4005875,7.6
65,ดื่ม,แม่,0.28689113,2.75
66,รถยนต์,รถยนต์,1.0,10.0
67,อัญมณี,เพชรพลอย,0.58095384,8.8
68,การเดินทาง,การเดินทาง,1.0000001,10.0
69,เด็กผู้ชาย,เด็กหนุ่ม,0.5386831,9.0
70,ชายฝั่ง,ชายฝั่ง,1.0000001,10.0
71,ที่หลบภัย,โรงพยาบาลโรคประสาท,0.27293405,1.8
72,นักมายากล,พ่อมด,0.3704466,3.6
73,เที่ยงวัน,เที่ยง,0.58502334,7.7
74,เตาหลอม,เตาไฟ,0.6152536,6.95
75,อาหาร,ผลไม้,0.5659236,7.2
76,นก,ไก่ตัวผู้,0.4223064,6.65
