,w1,w2,predict,actual
0,ความรัก,เพศ,0.28157386,6.1
1,เสือ,แมว,0.2039092,7.05
2,เสือ,เสือ,1.0,10.0
3,หนังสือ,เอกสาร,0.46665376,7.8
4,คอมพิวเตอร์,แป้นพิมพ์,0.43470916,7.4
5,คอมพิวเตอร์,อินเทอร์เน็ต,0.51014805,7.45
6,เครื่องบิน,รถยนต์,0.32478648,6.5
7,รถไฟ,รถยนต์,0.30195704,6.65
8,โทรศัพท์,การสื่อสาร,0.3125982,7.4
9,โทรทัศน์,วิทยุ,0.49644852,6.9
10,สื่อ,วิทยุ,0.3852458,7.1
11,ยา,ใช้ในทางที่ผิด,0.2519045,4.45
12,ขนมปัง,เนย,0.5341741,6.8
13,แตงกวา,มันฝรั่ง,0.5915951,5.8
14,หมอ,พยาบาล,0.49812707,7.3
15,ศาสตราจารย์,หมอ,0.3111074,6.2
16,นักศึกษา,ศาสตราจารย์,0.32945225,6.8
17,ฉลาด,นักเรียน,0.20862699,4.5
18,ฉลาด,โง่,0.5104275,5.9
19,บริษัท,หุ้น,0.33146176,5.8
20,คลังสินค้า,ตลาด,0.26470304,5.4
21,คลังสินค้า,โทรศัพท์,0.1332138,4.8
22,คลังสินค้า,แผ่นซีดี,0.240301,4.7
23,คลังสินค้า,เสือจากัวร์,0.175543,2.0
24,คลังสินค้า,ไข่,0.12675312,4.8
25,อุดมสมบูรณ์,ไข่,0.24217772,3.7
26,สัตว์เลี้ยง,อยู่อาศํย,0.32688048,4.55
27,สัตว์เลี้ยง,ชีวิต,0.2515268,6.4
28,หนังสือ,ห้องสมุด,0.49446836,8.1
29,ธนาคาร,เงิน,0.42868534,8.5
30,ไม้,ป่า,0.38626888,8.25
31,เงิน,เงินสด,0.58474493,9.1
32,ศาสตราจารย์,แตงกวา,0.10547239,0.2
33,กษัตริย์,กะหล่ำปลี,0.1671108,0.2
34,กษัตริย์,ราชินี,0.44457054,8.3
35,กษัตริย์,ทุจริต,0.2725648,1.8
36,หัวหน้าบาทหลวง,พระในศาสนายิว,0.60136896,6.9
37,เมืองเยรูซาเล็ม,ประเทศอิสราเอล,0.64603025,8.5
38,เมืองเยรูซาเล็ม,ชาวปาเลสไตน์,0.5833908,8.3
39,ที่เคร่งศาสนา,เพศ,0.3353484,3.7
40,มีเพศสัมพันธ์,เพศ,0.6012533,7.9
41,ดีเอโก มาราโดน่า,ฟุตบอล,0.3340665,8.5
42,ฟุตบอล,ซอกเกอร์,0.28343734,9.0
43,ฟุตบอล,บาสเกตบอล,0.60352653,7.8
44,ฟุตบอล,เทนนิส,0.5767898,7.2
45,เทนนิส,ไม้เทนนิส,0.6818627,7.9
46,ยัสเตอร์ อาราฟัท,สันติภาพ,0.33214638,5.8
47,ยัสเตอร์ อาราฟัท,ความหวาดกลัว,0.30719706,3.8
48,ยัสเตอร์ อาราฟัท,ไมเคิล แจ็คสัน,0.43589404,2.6
49,กฎหมาย,ทนายความ,0.5131888,8.1
50,ภาพยนตร์,นำแสดงโดย,0.450512,6.8
51,ภาพยนตร์,ข้าวโพดคั่ว,0.2753089,5.3
52,ภาพยนตร์,นักวิจารณ์,0.48277906,6.2
53,ภาพยนตร์,โรงละคร,0.40407214,6.7
54,ฟิสิกส์,โปรตอน,0.34427857,7.3
55,ฟิสิกส์,เคมี,0.60152644,7.5
56,อวกาศ,เคมี,0.2472464,4.7
57,แอลกอฮอล์,เคมี,0.32849562,7.15
58,เหล้าวอดก้า,เหล้าจิน,0.77463585,6.9
59,เหล้าวอดก้า,บรั่นดี,0.6092517,7.7
60,ดื่ม,รถยนต์,0.14313045,2.45
61,ดื่ม,หู,0.2730551,0.8
62,ดื่ม,ปาก,0.28532603,6.9
63,ดื่ม,กิน,0.5700548,7.4
64,ทารก,แม่,0.40970537,7.6
65,ดื่ม,แม่,0.2902178,2.75
66,รถยนต์,รถยนต์,1.0,10.0
67,อัญมณี,เพชรพลอย,0.61892,8.8
68,การเดินทาง,การเดินทาง,1.0000001,10.0
69,เด็กผู้ชาย,เด็กหนุ่ม,0.55670303,9.0
70,ชายฝั่ง,ชายฝั่ง,1.0,10.0
71,ที่หลบภัย,โรงพยาบาลโรคประสาท,0.23940177,1.8
72,นักมายากล,พ่อมด,0.42903683,3.6
73,เที่ยงวัน,เที่ยง,0.6657454,7.7
74,เตาหลอม,เตาไฟ,0.63075686,6.95
75,อาหาร,ผลไม้,0.5608011,7.2
76,นก,ไก่ตัวผู้,0.43024054,6.65
77,นก,นกกระเรียน,0.63576543,7.7
78,เครื่องมือ,อุปกรณ์เครื่องใช้,0.5192928,7.6
79,น้องชาย,พระ,0.278064,4.15
80,ปั้นจั่น,ดำเนินการ,0.1529837,2.65
81,เด็กหนุ่ม,พี่ชายหรือน้องชาย,0.59355974,5.9
82,การเดินทาง,รถยนต์,0.32797977,7.6
83,พระ,พยากรณ์,0.3022092,1.75
84,สุสาน,ป่าไม้,0.2781388,3.9
85,อาหาร,ไก่ตัวผู้,0.20951462,5.05
86,ชายฝั่ง,เนินเขา,0.448593,5.15
87,ป่า,สุสาน,0.3391254,4.95
88,ชายฝั่ง,ป่า,0.4033272,5.75
89,พระ,ทาส,0.2744489,1.5
90,ชายฝั่ง,ป่า,0.4033272,5.85
91,เด็กหนุ่ม,พ่อมด,0.49107218,2.3
92,คอร์ด,ยิ้ม,0.26413697,0.5
93,กระจก,นักมายากล,0.10273852,2.15
94,เที่ยงวัน,เชือก,0.15423141,0.4
95,ไก่ตัวผู้,การเดินทาง,0.22249846,0.4
96,เงิน,ดอลล่าร์,0.47850326,8.1
97,เงิน,เงินสด,0.58474493,9.3
98,เงิน,สกุลเงิน,0.708802,8.7
99,เงิน,ความร่ำรวย,0.35104254,7.5
100,เงิน,ทรัพย์สมบัติ,0.41518068,7.7
101,เงิน,สิ่งที่ครอบครองอยู่,0.2631022,6.8
102,เงิน,ธนาคาร,0.42868534,7.8
103,เงิน,เงินมัดจำ,0.45629638,7.65
104,เงิน,ถอนเงิน,0.5256117,7.25
105,เงิน,ฟอกเงิน,0.4631701,7.05
106,เงิน,การดำเนินการ,0.24104434,3.55
107,เสือ,เสือจากัวร์,0.5394015,8.4
108,เสือ,สัตว์ตระกูลแมว,0.32744765,7.4
109,เสือ,สัตว์กินเนื้อ,0.32893774,8.0
110,เสือ,สัตว์เลี้ยงลูกด้วยนม,0.307272,8.3
111,เสือ,สัตว์,0.30610025,9.0
112,เสือ,สิ่งมีชีวิต,0.19792268,8.3
113,เสือ,สัตว์ป่า,0.35608187,8.5
114,เสือ,สวนสัตว์,0.25136623,7.2
115,จิตวิทยา,จิตเวช,0.54862165,8.6
116,จิตวิทยา,ความวิตกกังวล,0.4572673,7.5
117,จิตวิทยา,กลัว,0.21880236,6.45
118,จิตวิทยา,ความหดหู่,0.3559106,6.3
119,จิตวิทยา,สถานรักษาพยาบาล,0.23217964,7.0
120,จิตวิทยา,แพทย์,0.40872964,7.5
121,จิตวิทยา,ซิกมัน ฟรอยด์,0.364547,7.4
122,จิตวิทยา,จิตใจ,0.480533,7.9
123,จิตวิทยา,สุขภาพ,0.31967378,7.15
124,จิตวิทยา,วิทยาศาสตร์,0.48883253,6.3
125,จิตวิทยา,กฎระเบียบ,0.30230495,3.9
126,จิตวิทยา,การรับรู้,0.42544997,5.6
127,ดาวเคราะห์,ดาว,0.43760735,8.6
128,ดาวเคราะห์,กลุ่มดาว,0.48734403,7.9
129,ดาวเคราะห์,พระจันทร์,0.343061,6.6
130,ดาวเคราะห์,ดวงอาทิตย์,0.66101253,6.3
131,ดาวเคราะห์,กลุ่มดาวกาแล็กซี่,0.6441701,7.25
132,ดาวเคราะห์,อวกาศ,0.5894648,7.8
133,ดาวเคราะห์,นักดาราศาสตร์,0.58062524,7.15
134,ที่มาก่อน,ตัวอย่าง,0.21516865,3.85
135,ที่มาก่อน,ข่าวสาร,0.2353322,2.7
136,ที่มาก่อน,การรับรู้,0.23553237,2.3
137,ที่มาก่อน,กฎหมาย,0.20690241,2.25
138,ที่มาก่อน,รวบรวม,0.19899856,2.9
139,ที่มาก่อน,กลุ่ม,0.2651283,2.3
140,ที่มาก่อน,บรรพบุรุษ,0.33929315,6.2
141,ถ้วย,กาแฟ,0.37843484,6.7
142,ถ้วย,เครื่องใช้สำหรับโต๊ะอาหาร,0.34177423,7.8
143,ถ้วย,บทความ,0.13808562,1.75
144,ถ้วย,สิ่งประดิษฐ์,0.25101313,4.5
145,ถ้วยรางวัล,วัตถุ,0.14409995,7.2
146,ถ้วย,สิ่ง,0.2499553,4.25
147,ถ้วย,ดื่ม,0.3582816,5.3
148,ถ้วย,อาหาร,0.2409128,5.9
149,ถ้วย,สสาร,0.1812435,5.35
150,ถ้วย,ของเหลว,0.3016168,4.0
151,เสือจากัวร์,แมว,0.2755504,6.2
152,รถยนต์ยี่ห้อจากัวร์,รถยนต์,0.74216765,8.65
153,พลังงาน,เลขานุการ,0.2263147,0.3
154,เลขาธิการ,วุฒิสภา,0.5467849,5.9
155,พลังงาน,ห้องทดลอง,0.3115018,4.85
156,คอมพิวเตอร์,ห้องทดลอง,0.3377154,6.25
157,อาวุธ,ความลับ,0.28189963,3.45
158,สำนักงานสืบสวนของสหรัฐอเมริกา,ลายนิ้วมือ,0.22914577,6.95
159,สำนักงานสืบสวนของสหรัฐอเมริกา,การสืบสวน,0.58363724,7.4
160,การสืบสวน,ความพยายาม,0.38543954,6.35
161,ดาวอังคาร,น้ำ,0.1898515,3.8
162,ดาวอังคาร,นักวิทยาศาสตร์,0.48597935,6.3
163,ข่าว,รายงาน,0.48181054,7.7
164,หุบเขาลึก,ภูมิประเทศ,0.59765494,7.9
165,มโนภาพ,ภายนอก,0.34775546,4.75
166,ค้นพบ,ที่ว่าง,0.11867131,1.75
167,น้ำ,การรั่วซึม,0.40462792,5.6
168,สัญลักษณ์,ช่วงเวลาหยุดพักระหว่างวิชา,0.31866944,0.5
169,วันพุธ,ข่าว,0.2837253,1.2
170,ไมล์,กิโลเมตร,0.50667405,7.4
171,คอมพิวเตอร์,ข่าว,0.1605351,4.1
172,อาณาเขต,พื้นผิว,0.27410355,5.25
173,บรรยากาศ,ทิวทัศน์,0.51287985,7.4
174,ประธาน,เหรียญรางวัล,0.2486299,4.7
175,สงคราม,กองทหาร,0.54063576,8.0
176,บันทึก,จำนวนเลข,0.28272283,5.0
177,ผิวหนัง,ดวงตา,0.5222691,6.8
178,ชาวญี่ปุ่น,ชาวอเมริกัน,0.5393623,7.5
179,ละครเวที,ประวัติศาสตร์,0.30585614,4.65
180,อาสาสมัคร,คำขวัญ,0.2858648,1.85
181,อคติ,จำได้,0.19065475,2.8
182,การตกแต่ง,กล้าหาญ,0.26636076,0.75
183,ศตวรรษ,ปี,0.42746097,7.3
184,ศตวรรษ,ชาติ,0.22847869,2.65
185,ล่าช้า,การเหยียดเชื้อชาติ,0.23091698,0.5
186,ล่าช้า,ข่าว,0.18009344,3.3
187,รัฐมนตรี,พรรค,0.40915468,7.1
188,สันติภาพ,แผน,0.15416259,3.95
189,ส่วนน้อย,สันติภาพ,0.20982553,1.9
190,ความพยายาม,สันติภาพ,0.4306041,2.5
191,รัฐบาล,วิกฤตการณ์,0.4607755,4.9
192,การเคลื่อนกำลังพล,การออกจาก,0.39540437,7.55
193,การเคลื่อนกำลังพล,การถอน,0.4202927,6.65
194,พลังงาน,ช่วงวิกฤต,0.22359125,4.3
195,การประกาศ,ข่าว,0.30008876,7.3
196,การประกาศ,พยายาม,0.13719296,2.8
197,โรคหลอดเลือดในสมอง,โรงพยาบาล,0.40126267,7.3
198,ความพิการ,ความตาย,0.47953677,4.7
199,เหยื่อ,ฉุกเฉิน,0.21667242,3.7
200,รักษา,การกู้คืน,0.30272403,6.75
201,วารสาร,สมาคม,0.37144914,3.05
202,แพทย์,บุคลากร,0.35407618,7.4
203,แพทย์,หนี้สิน,0.094720155,1.6
204,หนี้สิน,ประกัน,0.30202544,4.0
205,โรงเรียน,ศูนย์กลาง,0.17042008,4.0
206,เหตุผล,ความดันโลหิตสูง,0.19215694,1.6
207,เหตุผล,เกณฑ์,0.2483047,4.6
208,หนึ่งร้อย,เปอร์เซ็นต์,0.4379757,6.6
209,มหาวิทยาลัยฮาร์วาร์ด,มหาวิทยาลัยเยล,0.8978119,8.1
210,โรงพยาบาล,โครงสร้างพื้นฐาน,0.22227724,4.15
211,ตาย,แถว,0.2813702,1.0
212,ตาย,นักโทษ,0.37889662,4.1
213,ทนายความ,หลักฐาน,0.38460943,6.8
214,ชีวิต,ความตาย,0.5152688,6.6
215,ชีวิต,ระยะเวลาที่กำหนด,0.20111942,3.1
216,คำ,ความคล้ายคลึง,0.17705671,3.85
217,คณะกรรมการ,การแนะนำ,0.2989252,4.95
218,ผู้ปกครอง,สัมภาษณ์,0.16962701,2.6
219,กลุ่มประเทศผู้ส่งออกน้ำมัน,ประเทศ,0.54315895,5.1
220,สันติภาพ,ชั้นบรรยากาศ,0.25566137,0.7
221,สันติภาพ,ประกัน,0.12676746,1.1
222,ดินแดน,กิโลเมตร,0.297841,3.85
223,เดินทาง,กิจกรรม,0.25023484,5.0
224,การแข่งขัน,ราคา,0.15152356,4.8
225,ผู้บริโภค,ความมั่นใจ,0.30915472,4.9
226,ผู้บริโภค,พลังงาน,0.29029322,4.15
227,คำถาม,สนามบิน,0.16076,1.4
228,รถยนต์,เที่ยวบิน,0.19034532,3.45
229,สินเชื่อ,บัตร,0.33161667,3.9
230,ความน่าเชื่อถือ,ข่าวสาร,0.24024028,6.5
231,โรงแรม,การจอง,0.202956,7.4
232,ร้านขายของชำ,เงิน,0.22725259,6.8
233,การลงทะเบียน,การเรียบเรียง,0.22925107,3.15
234,การจัดเตรียม,ที่พัก,0.2137466,4.3
235,เดือน,โรงแรม,0.18173249,2.8
236,รูปแบบ,ชนิด,0.39562458,6.7
