,w1,w2,predict,actual
0,เก่า,ใหม่,0.46842414,2.19
1,หลักแหลม,ฉลาด,0.6617867,8.44
2,ยาก,ยาก,1.0000001,10.0
3,สุข,ร่าเริง,0.2454797,6.67
4,ยาก,ง่าย,0.5974868,2.29
5,ด่วน,รวดเร็ว,0.26621136,7.19
6,สุข,ยินดี,0.25157034,5.31
7,สั้น,ยาว,0.6076819,2.4
8,เซ่อ,ทึ่ม,0.26242715,7.19
9,พิกล,แปลกประหลาด,0.45423743,7.6
10,กว้าง,แคบ,0.60050887,2.29
11,แย่,ห่วย,0.6290331,8.54
12,ง่าย,ยาก,0.5974868,2.19
13,เลว,แย่,0.46898177,6.77
14,ยาก,ง่าย,0.5974868,1.98
15,หลักแหลม,ทึ่ม,0.28213292,1.98
16,วิกลจริต,บ้า,0.3029803,8.65
17,สุข,บ้าคลั่ง,0.18149942,0.73
18,ใหญ่,ใหญ่,1.0,10.0
19,ยาก,ยาก,1.0000001,10.0
20,ใหม่,สด,0.26468724,7.4
21,แหลม,ทื่อ,0.32107127,1.67
22,เร็ว,ว่องไว,0.43087277,8.54
23,ทึ่ม,โง่,0.3521336,8.44
24,มหัศจรรย์,เป็นเลิศ,0.19646049,3.65
25,แปลก,แปลก,1.0,9.9
26,สุข,โกรธ,0.2476152,1.67
27,แคบ,กว้าง,0.60050887,2.19
28,เรียบ,ง่าย,0.31084287,4.17
29,เก่า,สด,0.20005137,1.25
30,ชัดเจน,ชัดเจน,1.0000001,10.0
31,ไม่แพง,ย่อมเยา,0.3481733,8.54
32,ดี,ใจกว้าง,0.34755808,3.33
33,ประหลาด,ปกติ,0.24352661,1.35
34,ประหลาด,แปลก,0.6190522,7.81
35,เลว,ชั่ว,0.5516626,8.23
36,เศร้า,สนุกสนาน,0.4206138,2.08
37,มหัศจรรย์,ยอดเยี่ยม,0.29444185,6.04
38,รู้สึกผิด,ละอาย,0.5700366,7.92
39,งดงาม,มหัศจรรย์,0.3356189,4.38
40,มั่นใจ,แน่ใจ,0.5528102,8.85
41,ทึ่ม,หัวทึบ,0.284137,7.81
42,กว้าง,ใหญ่,0.3435949,7.5
43,ดี,โหดร้าย,0.23060277,1.46
44,ใจร้อน,กระวนกระวาย,0.4642323,4.48
45,ใหญ่,กว้าง,0.3435949,6.98
46,แข็งแรง,ภูมิใจ,0.19410829,0.42
47,ไม่จำเป็น,จำเป็น,0.63626194,1.98
48,กระสับกระส่าย,อ่อนวัย,0.35130212,0.21
49,ทึ่ม,ฉลาด,0.37850115,1.88
50,เลว,ยอดเยี่ยม,0.14732963,0.73
51,ยาก,ง่าย,0.5974868,1.98
52,จำเป็น,สำคัญ,0.50285923,8.44
53,ชั่วร้าย,เป็นเลิศ,0.27567077,0.21
54,บ้า,ยินดี,0.15800573,0.42
55,ซื่อสัตย์,รู้สึกผิด,0.36794,0.94
56,ง่าย,ยาก,0.5974868,1.77
57,ง่าย,ยืดหยุ่น,0.39675948,1.25
58,แน่นอน,แน่นอน,1.0,9.9
59,จำเป็น,จำเป็น,0.9999999,9.9
60,แตกต่าง,ปกติ,0.3986661,1.15
61,เจ้าเล่ห์,ฉลาด,0.49270734,5.1
62,สำคัญมาก,สำคัญ,0.73187983,8.85
63,รุนแรง,โหดร้าย,0.4638671,5.73
64,ใสซื่อ,โง่,0.4289262,3.23
65,ขาดแคลน,หายาก,0.29162693,7.92
66,เป็นมิตร,ใจดี,0.45774248,7.08
67,บอบบาง,เยือกเย็น,0.3681294,0.52
68,ยาว,แคบ,0.39510375,1.67
69,ใหญ่,หนัก,0.41532692,2.6
70,หยาบ,เย็นชา,0.21305083,1.35
71,ผิดปกติ,แปลก,0.36263797,7.92
72,ผิดกฏหมาย,ผิดศีลธรรม,0.6115208,5.52
73,เลว,รู้สึกผิด,0.39940158,1.04
74,ทันสมัย,โบราณ,0.30936903,1.77
75,ใหม่,โบราณ,0.23715933,1.56
76,น่าเบื่อ,สนุกสนาน,0.5154857,1.77
77,มีความสุข,อ่อนวัย,0.3254177,0.94
78,ง่าย,ใหญ่,0.17847814,0.21
79,ยอดเยี่ยม,แย่,0.37364507,1.77
80,เล็ก,ใหญ่,0.51800096,1.98
81,สุภาพ,เหมาะสม,0.34142855,4.38
82,เจียมเนื้อเจียมตัว,ละอาย,0.3008276,2.5
83,แปลกใหม่,หายาก,0.32606116,2.6
84,ทึ่ม,ฉลาด,0.37850115,2.08
85,รื่นรมย์,มหัศจรรย์,0.33772063,1.46
86,เห็นได้ชัด,ชัดเจน,0.5582298,8.44
87,กลัว,กระวนกระวาย,0.45577884,5.1
88,เป็นทางการ,เหมาะสม,0.19923615,4.9
89,น่าเบื่อ,เบื่อ,0.67693347,9.06
90,น่ารื่นรมย์,ร่าเริง,0.45997915,6.88
91,เศร้า,โกรธ,0.5084533,3.44
92,เศร้า,แย่,0.46758956,3.65
93,ป่วย,บ้า,0.36397517,1.56
94,รุนแรง,โกรธ,0.41476592,3.75
95,ภาระ,หนัก,0.3239925,3.02
96,สกปรก,ถูก,0.2332005,0.42
97,ยืดหยุ่น,ยืดหยุ่น,1.0,10.0
98,แข็ง,หนาแน่น,0.31850484,5.42
99,ล่าสุด,ใหม่,0.5288726,9.38
100,กล้าหาญ,ภูมิใจ,0.36426756,3.13
101,เจ้าเล่ห์,แปลก,0.33610356,0.1
102,แปลก,เจ้าเล่ห์,0.33610356,0.1
103,ทึ่ม,หายาก,0.23137884,0.0
104,เจ้าเล่ห์,กุ๊ย,0.35387218,0.42
105,ยอดเยี่ยม,บ้า,0.14070806,0.1
106,พอเหมาะ,ยืดหยุ่น,0.31392846,1.77
107,สดใหม่,กว้าง,0.16598205,0.0
108,ใหญ่,ทึ่ม,0.07778599,0.0
109,ใหญ่,ยืดหยุ่น,0.14581606,0.1
110,สกปรก,แคบ,0.30392212,0.83
111,ภรรยา,สามี,0.8557864,4.27
112,หนังสือ,ข้อความ,0.30065528,3.96
113,เจ้าบ่าว,เจ้าสาว,0.77363044,4.48
114,กลางคืน,กลางวัน,0.78557676,3.65
115,ทิศใต้,ทิศเหนือ,0.8853731,3.65
116,เครื่องบิน,สนามบิน,0.4979459,3.96
117,ลุง,ป้า,0.55356234,4.06
118,ม้า,แม่ม้า,0.51798606,4.27
119,ก้น ,จุดสูงสุด,0.23001084,0.83
120,เพื่อน,คู่หู,0.38159242,6.46
121,นักเรียน,นักเรียน,1.0,10.0
122,โลก,โลก,1.0,9.38
123,ขา,แขน,0.51834625,3.54
124,เครื่องบิน,เครื่องบินเจ็ต,0.9370327,6.15
125,สุภาพสตรี,สุภาพบุรุษ,0.64155275,3.23
126,ม้า,ม้าตัวผู้,0.42645115,5.31
127,นักแสดงหญิง,นักแสดงชาย,0.83199793,3.33
128,อาจารย์,ผู้สอน,0.5381325,8.65
129,หนัง,ฟิล์ม,0.22028731,5.42
130,นก,เหยี่ยว,0.51790833,5.94
131,คำ,พจนานุกรม,0.42907128,3.75
132,เงิน,เงินเดือน,0.37742195,5.63
133,หมา,แมว,0.5756402,3.13
134,พื้นที่,ภูมิภาค,0.41389456,5.1
135,กองทัพเรือ,กองทัพบก,0.7136662,4.58
136,หนังสือ,วรรณกรรม,0.53703946,5.31
137,เสื้อผ้า,ตู้เสื้อผ้า,0.48374215,4.27
138,พระอาทิตย์ตก,พระอาทิตย์ขึ้น,0.89203995,3.54
139,เด็ก,ผู้ใหญ่,0.64491445,3.96
140,วัว,ปศุสัตว์,0.36509362,3.54
141,หนังสือ,เรื่องราว,0.30868313,3.33
142,ฤดูหนาว,ฤดูร้อน,0.83261395,3.44
143,แท็กซี่,แท็กซี่,1.0,10.0
144,ต้นไม้,ต้นเมเปิล,0.6066094,6.67
145,เตียง,ห้องนอน,0.5866042,4.17
146,หลังคา,เพดาน,0.5168838,4.9
147,โรค,การติดเชื้อ,0.5535447,5.73
148,แขน,ไหล่,0.6509086,4.06
149,แกะ,ลูกแกะ,0.54387647,5.73
150,สตรี,บุรุษ,0.549876,3.13
151,เรือ,สมอ,0.21587913,3.54
152,นักบวช,พระ,0.40370056,6.35
153,นิ้วเท้า,นิ้วมือ,0.7457536,3.44
154,แม่น้ำ,สายน้ำ,0.6576727,6.46
155,โกรธ,โกรธ,1.0000001,10.0
156,วันที่,ปฏิทิน,0.29769227,3.96
157,ทะเล,มหาสมุทร,0.65448415,8.02
158,วินาที,นาที,0.61853737,4.27
159,มือ,หัวแม่มือ,0.3617569,3.65
160,ป่าไม้,ซุง,0.24638227,3.23
161,โคลน,ดิน,0.45417818,5.63
162,ห้องโถง,ทางเดิน,0.4190439,3.33
