,w1,w2,predict,actual
0,ความรัก,เพศ,0.2751835,6.1
1,เสือ,แมว,0.25005442,7.05
2,เสือ,เสือ,1.0000001,10.0
3,หนังสือ,เอกสาร,0.4554654,7.8
4,คอมพิวเตอร์,แป้นพิมพ์,0.43196937,7.4
5,คอมพิวเตอร์,อินเทอร์เน็ต,0.5319307,7.45
6,เครื่องบิน,รถยนต์,0.3243894,6.5
7,รถไฟ,รถยนต์,0.325164,6.65
8,โทรศัพท์,การสื่อสาร,0.34161693,7.4
9,โทรทัศน์,วิทยุ,0.49347225,6.9
10,สื่อ,วิทยุ,0.37590393,7.1
11,ยา,ใช้ในทางที่ผิด,0.24381928,4.45
12,ขนมปัง,เนย,0.5161358,6.8
13,แตงกวา,มันฝรั่ง,0.64225924,5.8
14,หมอ,พยาบาล,0.5326827,7.3
15,ศาสตราจารย์,หมอ,0.31366882,6.2
16,นักศึกษา,ศาสตราจารย์,0.32737315,6.8
17,ฉลาด,นักเรียน,0.19977763,4.5
18,ฉลาด,โง่,0.47974613,5.9
19,บริษัท,หุ้น,0.3319262,5.8
20,คลังสินค้า,ตลาด,0.3061031,5.4
21,คลังสินค้า,โทรศัพท์,0.13214785,4.8
22,คลังสินค้า,แผ่นซีดี,0.23771933,4.7
23,คลังสินค้า,เสือจากัวร์,0.17662701,2.0
24,คลังสินค้า,ไข่,0.13110541,4.8
25,อุดมสมบูรณ์,ไข่,0.21538922,3.7
26,สัตว์เลี้ยง,อยู่อาศํย,0.31363532,4.55
27,สัตว์เลี้ยง,ชีวิต,0.24128325,6.4
28,หนังสือ,ห้องสมุด,0.5021179,8.1
29,ธนาคาร,เงิน,0.44726107,8.5
30,ไม้,ป่า,0.40955082,8.25
31,เงิน,เงินสด,0.5902489,9.1
32,ศาสตราจารย์,แตงกวา,0.13227366,0.2
33,กษัตริย์,กะหล่ำปลี,0.17326844,0.2
34,กษัตริย์,ราชินี,0.44684073,8.3
35,กษัตริย์,ทุจริต,0.19837876,1.8
36,หัวหน้าบาทหลวง,พระในศาสนายิว,0.5823209,6.9
37,เมืองเยรูซาเล็ม,ประเทศอิสราเอล,0.63496995,8.5
38,เมืองเยรูซาเล็ม,ชาวปาเลสไตน์,0.5668649,8.3
39,ที่เคร่งศาสนา,เพศ,0.30882034,3.7
40,มีเพศสัมพันธ์,เพศ,0.5888927,7.9
