,w1,w2,predict,actual
0,ความรัก,เพศ,0.30945858,6.1
1,เสือ,แมว,0.23319836,7.05
2,เสือ,เสือ,1.0,10.0
3,หนังสือ,เอกสาร,0.4548304,7.8
4,คอมพิวเตอร์,แป้นพิมพ์,0.44846013,7.4
5,คอมพิวเตอร์,อินเทอร์เน็ต,0.5075651,7.45
6,เครื่องบิน,รถยนต์,0.31531307,6.5
7,รถไฟ,รถยนต์,0.33017737,6.65
8,โทรศัพท์,การสื่อสาร,0.36904702,7.4
9,โทรทัศน์,วิทยุ,0.4644205,6.9
10,สื่อ,วิทยุ,0.363585,7.1
11,ยา,ใช้ในทางที่ผิด,0.23644741,4.45
12,ขนมปัง,เนย,0.51288027,6.8
13,แตงกวา,มันฝรั่ง,0.5607852,5.8
14,หมอ,พยาบาล,0.49682614,7.3
15,ศาสตราจารย์,หมอ,0.29059014,6.2
16,นักศึกษา,ศาสตราจารย์,0.3249052,6.8
17,ฉลาด,นักเรียน,0.2123562,4.5
18,ฉลาด,โง่,0.50185674,5.9
19,บริษัท,หุ้น,0.36881918,5.8
20,คลังสินค้า,ตลาด,0.31591538,5.4
21,คลังสินค้า,โทรศัพท์,0.13933237,4.8
22,คลังสินค้า,แผ่นซีดี,0.22081336,4.7
23,คลังสินค้า,เสือจากัวร์,0.20884682,2.0
24,คลังสินค้า,ไข่,0.10521884,4.8
25,อุดมสมบูรณ์,ไข่,0.21831073,3.7
26,สัตว์เลี้ยง,อยู่อาศํย,0.30768806,4.55
27,สัตว์เลี้ยง,ชีวิต,0.2567592,6.4
28,หนังสือ,ห้องสมุด,0.47837406,8.1
29,ธนาคาร,เงิน,0.4169171,8.5
30,ไม้,ป่า,0.41258693,8.25
31,เงิน,เงินสด,0.5879231,9.1
32,ศาสตราจารย์,แตงกวา,0.13420813,0.2
33,กษัตริย์,กะหล่ำปลี,0.1730042,0.2
34,กษัตริย์,ราชินี,0.43748593,8.3
35,กษัตริย์,ทุจริต,0.21125579,1.8
36,หัวหน้าบาทหลวง,พระในศาสนายิว,0.5721203,6.9
37,เมืองเยรูซาเล็ม,ประเทศอิสราเอล,0.63990635,8.5
38,เมืองเยรูซาเล็ม,ชาวปาเลสไตน์,0.5520917,8.3
39,ที่เคร่งศาสนา,เพศ,0.3045295,3.7
40,มีเพศสัมพันธ์,เพศ,0.61532784,7.9
41,ดีเอโก มาราโดน่า,ฟุตบอล,0.3465456,8.5
42,ฟุตบอล,ซอกเกอร์,0.26353994,9.0
43,ฟุตบอล,บาสเกตบอล,0.56903034,7.8
44,ฟุตบอล,เทนนิส,0.58451575,7.2
45,เทนนิส,ไม้เทนนิส,0.7121331,7.9
46,ยัสเตอร์ อาราฟัท,สันติภาพ,0.3822728,5.8
47,ยัสเตอร์ อาราฟัท,ความหวาดกลัว,0.3163597,3.8
48,ยัสเตอร์ อาราฟัท,ไมเคิล แจ็คสัน,0.44287407,2.6
49,กฎหมาย,ทนายความ,0.5168401,8.1
50,ภาพยนตร์,นำแสดงโดย,0.4768063,6.8
