,w1,w2,predict,actual
0,จูล,ยานอวกาศ,0.3984146,0.95
1,ดินแดนพันธสัญญา,เมืองบากุ,0.52907896,1.08
2,รถยนต์,จักรยาน,0.33144876,2.58
3,รูปทรงหลายหน้า,นักแสดงชาย,0.24964498,0.64
4,โรคปลอกประสาทอักเสบ,โรคปลอกประสาทอักเสบ,1.0,3.95
5,ช้อผิดพลาด,ระบบ,0.27232462,1.28
6,อาวุธ,หมวกนิรภัย,0.29859015,0.84
7,คนเขียนบท,โทรทัศน์,0.23739298,1.41
8,สหประชาชาติ,บัน คี มูน,0.31990162,1.58
9,สะพานซิโอเซพอล,สะพานคณิตศาสตร์,0.53429896,2.38
10,โบสถ์ใหญ่,โมเสค,0.45882022,1.69
11,การวาดภาพสีน้ำ,แปรง,0.2725805,1.89
12,ประชาธิปไตย,ระบอบกษัตริย์,0.60151076,2.19
13,เกาส์,นักวิทยาศาสตร์,0.22394188,1.09
14,วัณโรค,แอลอีดี,0.37927276,0.56
15,รถขับตัวเอง,รถอัตโนมัติ,0.41309252,3.7
16,วันสิ้นโลก,ไฟ,0.17835474,0.67
17,ความเร็ว,ไปรษณีย์,0.12804992,1.0
18,เครื่องเล่นเพลย์สเตชัน,เครื่องเล่นเกม Wii,0.8562077,3.28
19,แล็ปท็อป,โน๊ตบุ๊ค,0.62404066,3.97
20,แฮรี่ พ็อตเตอร์,พ่อมด,0.3516518,3.23
21,สโนว์บอร์ด,การเล่นสกี,0.3180348,2.98
22,ตัวชี้,สไลด์,0.23683263,1.81
23,เซ็นเซอร์,รังสี,0.28855592,2.23
24,ตี,กรอบ,0.17821103,0.55
25,ทฤษฎี,สมมติฐาน,0.5773141,2.48
26,วอลล์สตรีท,ตลาดเงิน,0.4172256,2.59
27,ดาร์วิน,วิวัฒนาการ,0.29533362,1.64
28,นักแสดงชาย,นักแสดงหญิง,0.8659774,3.11
29,ภาพยนตร์,โรงภาพยนตร์,0.64362013,2.44
30,เพลงชาติ,การรักชาติ,0.425085,2.03
31,จอภาพ,จอคอมพิวเตอร์,0.46254587,3.47
32,นมเนย,น้ำผึ้ง,0.42555442,2.16
33,ภูเขาเอเวอร์เรสต์,ภูเขาเอเวอร์เรสต์,1.0,4.0
34,ชักเย่อ,บันไดงู,0.34550902,1.58
35,ยาฆ่าแมลง,แมลง,0.6084836,1.89
36,ตำรวจ,นักการเมือง,0.40527213,2.27
37,ประสาทวิทยา,ปรจิตวิทยา,0.65522355,2.19
38,แบตเตอรี่,พลังงาน,0.39557943,2.75
39,กองทหารเกียรติยศ,เครื่องเขียน,0.20768219,0.0
40,สไปเดอร์แมน,ถนน,0.15431164,0.27
41,คาบสมุทร,เกาะ,0.36604926,1.83
42,เส้นศูนย์สูตร,เอกวาดอร์,0.42065337,1.31
43,แผนผัง,กราฟ,0.24261409,2.25
44,การจำลอง,ศาสตร์หุ่นยนต์,0.40276575,1.59
45,ไนกี้,อดิดาส,0.4131575,3.16
46,สังคม,วัฒนธรรม,0.5076133,2.84
47,เกมกลยุทธ์,กลยุทธ์,0.8876298,3.13
48,โบสถ์,โบสถ์ใหญ่,0.8643139,3.75
49,ล่าม,ชาวต่างชาติ,0.33453017,2.17
50,ไปโอโทป,ชีววิทยา,0.33567777,2.67
51,แมกม่า,ภูเขาไฟ,0.27186656,2.75
52,การระดมสมอง,กล้องโทรทรรศน์,0.21226639,0.27
53,ระดับ,คะแนน,0.28643864,2.55
54,เพนนี,ต่อรอง,0.15461904,0.61
55,พรรคการเมือง,สมาคม,0.20142442,2.31
56,สึนามิ,ทะเล,0.38224053,2.14
57,นกกระจอกเทศ,สวนกล้วยไม้,0.32818532,0.06
58,อบเชย,ลูกอม,0.35470402,0.38
59,ไม้กวาด,ฝุ่น,0.45628104,2.19
60,แกแลคซี่,นักดาราศาสตร์,0.22983702,2.13
61,น้ำผลไม้,มิลค์เชค,0.42803192,2.31
62,มู่ลี่,ม่าน,0.6191948,3.38
63,อาชญากร,ผู้กระทำผิด,0.53673303,3.58
64,มะเร็งตับอ่อน,การทำคีโม,0.5283395,2.05
65,อดีต,มาก่อน,0.31190568,2.86
66,สหประชาชาติ,รัฐสภายุโรป,0.58423465,2.85
67,เพลง,ผู้แสดง,0.24340986,1.41
68,ปืน,โน๊ตบุ๊ค,0.17928396,0.0
69,สารสื่อประสาท,ม่านตา,0.3857559,1.77
70,อักษร,ปากกา,0.22037517,1.78
71,ประสานเสียง,นักร้อง,0.5149657,2.36
72,ไม้,ผ้าห่ม,0.25441393,0.06
73,ทหาร,สันติภาพ,0.2844545,1.69
74,ชาวอังกฤษ,ชาวอเมริกัน,0.67090654,2.78
75,กิ้งก่า,จระเข้,0.39524397,2.41
76,เงิน,เงินสด,0.5723789,3.7
77,ปลาหมึกพอล,ปลาหมึกยักษ์,0.8744002,3.48
78,ปฏิทิน,วันหยุด,0.24723697,1.98
