,w1,w2,predict,actual
0,แก้ว,ข้ารับใช้,0.16491674,0.058
1,อาหาร,ลายเซ็น,0.09046456,0.068
2,อัญมณี,ลายเซ็น,0.15019917,0.098
3,ฝั่งทะเล,รถยนต์,0.18133503,0.11
4,สุนัข,เครื่องมือ,0.100707926,0.123
5,การเดินทาง,สุสาน,0.24566317,0.135
6,เที่ยงวัน,โรงละคร,0.17621644,0.175
7,เที่ยงวัน,การท่องเที่ยว,0.17469434,0.225
8,ยานพาหนะ,เพชรพลอย,0.24863811,0.243
9,เนินเขา,ผลไม้,0.20767076,0.278
10,นักมายากล,ถ้วย,0.10379381,0.278
11,ป่าช้า,หมา,0.25490555,0.293
12,ฝั่งทะเล,พงไพร,0.36765945,0.318
13,นักมายากล,เครื่องมือ,0.2250974,0.32
14,การเดินทาง,กลางวัน,0.24155831,0.343
15,นิตยสาร,ป้า,0.022818659,0.415
16,นักบวช,หนังสือ,0.18972217,0.42
17,เด็กผู้ชาย,หมา,0.35039476,0.44
18,สุนัข,เด็กหนุ่ม,0.19473946,0.53
19,วัด,พงไพร,0.37473407,0.54
20,ทาส,หมา,0.2512129,0.555
21,อาหาร,ถ้วย,0.25488344,0.65
22,ครู,หนังสือ,0.19842364,0.983
23,พืช,ผ้าไหม,0.23608036,1.043
24,เด็กผู้ชาย,อาจารย์,0.21817489,1.083
25,โรงภาพยนตร์,โบสถ์,0.23925614,1.095
26,ทาส,เด็กหนุ่ม,0.29061484,1.16
27,เนินเขา,ชายฝั่ง,0.46805245,1.175
28,ยานพาหนะ,เครื่องมือ,0.3500242,1.265
29,ผ้าฝ้าย,ต้นไม้,0.18639016,1.283
30,อุปกรณ์,รถยนต์,0.3245464,1.336
31,ลุง,อาจารย์,0.3443106,1.41
32,ป่าไม้,ผลไม้,0.24857214,1.551
33,ครู,ป้า,0.26838177,1.625
34,นักบวช,พ่อมด,0.38031226,1.72
35,แก้ว,เพชรพลอย,0.23309925,1.923
36,นักมายากล,พ่อมด,0.4227579,2.01
37,วัด,สุสาน,0.32158935,2.15
38,พืช,พงไพร,0.3584249,2.21
39,ป่าไม้,ภูเขา,0.47250536,2.255
40,อาหาร,ผลไม้,0.520927,2.363
41,แก้ว,ถ้วย,0.35954466,2.413
42,วัด,พระ,0.48147175,2.675
43,ลุง,ป้า,0.49782407,2.743
44,ป่าไม้,ต้นไม้,0.49193242,2.905
45,โรงภาพยนตร์,โรงละคร,0.53419614,3.018
46,เนินเขา,ภูเขา,0.7198379,3.023
47,เด็กผู้ชาย,เด็กหนุ่ม,0.5545924,3.03
48,ผ้าฝ้าย,ผ้าไหม,0.6430447,3.05
49,ยานพาหนะ,รถยนต์,0.51058203,3.105
50,ฝั่งทะเล,ชายฝั่ง,0.7729768,3.118
51,อุปกรณ์,เครื่องมือ,0.6105905,3.12
52,ทาส,ข้ารับใช้,0.36740464,3.14
53,การเดินทาง,การท่องเที่ยว,0.53553873,3.188
54,นิตยสาร,หนังสือ,0.4491662,3.198
55,ลายมือชื่อ,ลายเซ็น,0.46022946,3.21
56,เที่ยงวัน,กลางวัน,0.50675285,3.235
57,ป่าไม้,พงไพร,0.45549205,3.303
58,อัญมณี,เพชรพลอย,0.58792657,3.318
59,พืช,ต้นไม้,0.5039602,3.41
60,นักบวช,พระ,0.34335518,3.575
61,ป่าช้า,สุสาน,0.44039991,3.625
62,วัด,โบสถ์,0.444525,3.693
63,ครู,อาจารย์,0.5731899,3.783
64,สุนัข,หมา,0.73484564,3.923
