,w1,w2,predict,actual
0,จูล,ยานอวกาศ,0.30283955,0.95
1,ดินแดนพันธสัญญา,เมืองบากุ,0.54445434,1.08
2,รถยนต์,จักรยาน,0.35674992,2.58
3,รูปทรงหลายหน้า,นักแสดงชาย,0.2204474,0.64
4,โรคปลอกประสาทอักเสบ,โรคปลอกประสาทอักเสบ,1.0,3.95
5,ช้อผิดพลาด,ระบบ,0.2765426,1.28
6,อาวุธ,หมวกนิรภัย,0.2559493,0.84
7,คนเขียนบท,โทรทัศน์,0.28817555,1.41
8,สหประชาชาติ,บัน คี มูน,0.37100297,1.58
9,สะพานซิโอเซพอล,สะพานคณิตศาสตร์,0.52243185,2.38
10,โบสถ์ใหญ่,โมเสค,0.40274027,1.69
11,การวาดภาพสีน้ำ,แปรง,0.23009844,1.89
12,ประชาธิปไตย,ระบอบกษัตริย์,0.5934926,2.19
13,เกาส์,นักวิทยาศาสตร์,0.29012516,1.09
14,วัณโรค,แอลอีดี,0.3865861,0.56
15,รถขับตัวเอง,รถอัตโนมัติ,0.39109668,3.7
16,วันสิ้นโลก,ไฟ,0.15308057,0.67
17,ความเร็ว,ไปรษณีย์,0.16706795,1.0
18,เครื่องเล่นเพลย์สเตชัน,เครื่องเล่นเกม Wii,0.8744683,3.28
19,แล็ปท็อป,โน๊ตบุ๊ค,0.7026283,3.97
20,แฮรี่ พ็อตเตอร์,พ่อมด,0.44405025,3.23
21,สโนว์บอร์ด,การเล่นสกี,0.38356975,2.98
22,ตัวชี้,สไลด์,0.24251486,1.81
23,เซ็นเซอร์,รังสี,0.2804445,2.23
24,ตี,กรอบ,0.20794313,0.55
25,ทฤษฎี,สมมติฐาน,0.55307704,2.48
26,วอลล์สตรีท,ตลาดเงิน,0.536431,2.59
27,ดาร์วิน,วิวัฒนาการ,0.2694111,1.64
28,นักแสดงชาย,นักแสดงหญิง,0.83011854,3.11
29,ภาพยนตร์,โรงภาพยนตร์,0.6539547,2.44
30,เพลงชาติ,การรักชาติ,0.38754535,2.03
31,จอภาพ,จอคอมพิวเตอร์,0.5186816,3.47
32,นมเนย,น้ำผึ้ง,0.46965405,2.16
33,ภูเขาเอเวอร์เรสต์,ภูเขาเอเวอร์เรสต์,1.0,4.0
34,ชักเย่อ,บันไดงู,0.3769809,1.58
35,ยาฆ่าแมลง,แมลง,0.5697187,1.89
36,ตำรวจ,นักการเมือง,0.4574472,2.27
37,ประสาทวิทยา,ปรจิตวิทยา,0.647384,2.19
