,w1,w2,predict,actual
0,แก้ว,ข้ารับใช้,0.08742864,0.058
1,อาหาร,ลายเซ็น,0.07895009,0.068
2,อัญมณี,ลายเซ็น,0.17331132,0.098
3,ฝั่งทะเล,รถยนต์,0.15923384,0.11
4,สุนัข,เครื่องมือ,0.11338578,0.123
5,การเดินทาง,สุสาน,0.2351525,0.135
6,เที่ยงวัน,โรงละคร,0.2048699,0.175
7,เที่ยงวัน,การท่องเที่ยว,0.12703525,0.225
8,ยานพาหนะ,เพชรพลอย,0.29338738,0.243
9,เนินเขา,ผลไม้,0.21522635,0.278
10,นักมายากล,ถ้วย,0.10603026,0.278
11,ป่าช้า,หมา,0.2757376,0.293
12,ฝั่งทะเล,พงไพร,0.35086206,0.318
13,นักมายากล,เครื่องมือ,0.17977801,0.32
14,การเดินทาง,กลางวัน,0.20638074,0.343
15,นิตยสาร,ป้า,0.08010177,0.415
16,นักบวช,หนังสือ,0.21412095,0.42
17,เด็กผู้ชาย,หมา,0.3241267,0.44
18,สุนัข,เด็กหนุ่ม,0.21279566,0.53
19,วัด,พงไพร,0.2597271,0.54
20,ทาส,หมา,0.30769926,0.555
21,อาหาร,ถ้วย,0.273966,0.65
22,ครู,หนังสือ,0.23022,0.983
23,พืช,ผ้าไหม,0.19228849,1.043
24,เด็กผู้ชาย,อาจารย์,0.24012138,1.083
25,โรงภาพยนตร์,โบสถ์,0.26090193,1.095
26,ทาส,เด็กหนุ่ม,0.31740645,1.16
27,เนินเขา,ชายฝั่ง,0.4397346,1.175
28,ยานพาหนะ,เครื่องมือ,0.34442118,1.265
29,ผ้าฝ้าย,ต้นไม้,0.19627352,1.283
30,อุปกรณ์,รถยนต์,0.35351923,1.336
31,ลุง,อาจารย์,0.36996183,1.41
32,ป่าไม้,ผลไม้,0.29900244,1.551
33,ครู,ป้า,0.2976709,1.625
34,นักบวช,พ่อมด,0.34097335,1.72
35,แก้ว,เพชรพลอย,0.24676529,1.923
36,นักมายากล,พ่อมด,0.4556564,2.01
37,วัด,สุสาน,0.31416428,2.15
38,พืช,พงไพร,0.30899596,2.21
39,ป่าไม้,ภูเขา,0.48999223,2.255
40,อาหาร,ผลไม้,0.572458,2.363
41,แก้ว,ถ้วย,0.38927874,2.413
42,วัด,พระ,0.4404987,2.675
43,ลุง,ป้า,0.49343216,2.743
44,ป่าไม้,ต้นไม้,0.5579666,2.905
45,โรงภาพยนตร์,โรงละคร,0.5704136,3.018
46,เนินเขา,ภูเขา,0.70423806,3.023
47,เด็กผู้ชาย,เด็กหนุ่ม,0.57533014,3.03
48,ผ้าฝ้าย,ผ้าไหม,0.6852231,3.05
49,ยานพาหนะ,รถยนต์,0.5672502,3.105
50,ฝั่งทะเล,ชายฝั่ง,0.75537765,3.118
51,อุปกรณ์,เครื่องมือ,0.6180002,3.12
52,ทาส,ข้ารับใช้,0.35287678,3.14
53,การเดินทาง,การท่องเที่ยว,0.5229119,3.188
54,นิตยสาร,หนังสือ,0.45834884,3.198
55,ลายมือชื่อ,ลายเซ็น,0.56934375,3.21
56,เที่ยงวัน,กลางวัน,0.5476749,3.235
57,ป่าไม้,พงไพร,0.46084905,3.303
58,อัญมณี,เพชรพลอย,0.5808619,3.318
59,พืช,ต้นไม้,0.498231,3.41
60,นักบวช,พระ,0.366025,3.575
61,ป่าช้า,สุสาน,0.4950492,3.625
62,วัด,โบสถ์,0.46004078,3.693
63,ครู,อาจารย์,0.5630698,3.783
64,สุนัข,หมา,0.715629,3.923
